"fdc_id","food_code","wweia_category_code","start_date","end_date"
"337939","26317161","2404","2013-01-01","2014-12-31"
"337940","26319110","2404","2013-01-01","2014-12-31"
"337941","26319120","2404","2013-01-01","2014-12-31"
"337942","26319121","2404","2013-01-01","2014-12-31"
"337943","26319122","2404","2013-01-01","2014-12-31"
"337944","26319123","2404","2013-01-01","2014-12-31"
"337945","26319124","2404","2013-01-01","2014-12-31"
"337946","26319130","2404","2013-01-01","2014-12-31"
"337947","26319140","2404","2013-01-01","2014-12-31"
"337948","26319141","2404","2013-01-01","2014-12-31"
"337949","26319142","2404","2013-01-01","2014-12-31"
"337950","26319143","2404","2013-01-01","2014-12-31"
"337951","26319144","2404","2013-01-01","2014-12-31"
"337952","26319145","2404","2013-01-01","2014-12-31"
"337953","26319160","2404","2013-01-01","2014-12-31"
"337954","26319161","2404","2013-01-01","2014-12-31"
"337955","26319162","2404","2013-01-01","2014-12-31"
"337956","26319163","2404","2013-01-01","2014-12-31"
"337957","26319164","2404","2013-01-01","2014-12-31"
"337958","26319170","2404","2013-01-01","2014-12-31"
"337959","26319180","2404","2013-01-01","2014-12-31"
"337960","26321110","2404","2013-01-01","2014-12-31"
"337961","27111000","3002","2013-01-01","2014-12-31"
"337962","27111050","8410","2013-01-01","2014-12-31"
"337963","27111100","3002","2013-01-01","2014-12-31"
"337964","27111200","3002","2013-01-01","2014-12-31"
"337965","27111300","3002","2013-01-01","2014-12-31"
"337966","27111310","3002","2013-01-01","2014-12-31"
"337967","27111400","3002","2013-01-01","2014-12-31"
"337968","27111405","3002","2013-01-01","2014-12-31"
"337969","27111406","3002","2013-01-01","2014-12-31"
"337970","27111407","3002","2013-01-01","2014-12-31"
"337971","27111410","3002","2013-01-01","2014-12-31"
"337972","27111420","3002","2013-01-01","2014-12-31"
"337973","27111430","3002","2013-01-01","2014-12-31"
"337974","27111440","3002","2013-01-01","2014-12-31"
"337975","27111500","3002","2013-01-01","2014-12-31"
"337976","27112000","3002","2013-01-01","2014-12-31"
"337977","27112010","3002","2013-01-01","2014-12-31"
"337978","27113000","3002","2013-01-01","2014-12-31"
"337979","27113100","3002","2013-01-01","2014-12-31"
"337980","27113200","3002","2013-01-01","2014-12-31"
"337981","27113300","3002","2013-01-01","2014-12-31"
"337982","27114000","3002","2013-01-01","2014-12-31"
"337983","27115000","3404","2013-01-01","2014-12-31"
"337984","27115100","3404","2013-01-01","2014-12-31"
"337985","27116100","3002","2013-01-01","2014-12-31"
"337986","27116200","3002","2013-01-01","2014-12-31"
"337987","27116300","3404","2013-01-01","2014-12-31"
"337988","27116350","3002","2013-01-01","2014-12-31"
"337989","27116400","3002","2013-01-01","2014-12-31"
"337990","27118110","3002","2013-01-01","2014-12-31"
"337991","27118120","3002","2013-01-01","2014-12-31"
"337992","27118130","3002","2013-01-01","2014-12-31"
"337993","27118140","3002","2013-01-01","2014-12-31"
"337994","27118180","3002","2013-01-01","2014-12-31"
"337995","27120020","3002","2013-01-01","2014-12-31"
"337996","27120030","3002","2013-01-01","2014-12-31"
"337997","27120060","3404","2013-01-01","2014-12-31"
"337998","27120080","3002","2013-01-01","2014-12-31"
"337999","27120090","3002","2013-01-01","2014-12-31"
"338000","27120100","3002","2013-01-01","2014-12-31"
"338001","27120110","3002","2013-01-01","2014-12-31"
"338002","27120120","3002","2013-01-01","2014-12-31"
"338003","27120130","3002","2013-01-01","2014-12-31"
"338004","27120150","3404","2013-01-01","2014-12-31"
"338005","27120160","3002","2013-01-01","2014-12-31"
"338006","27120210","3002","2013-01-01","2014-12-31"
"338007","27120250","3002","2013-01-01","2014-12-31"
"338008","27121000","3002","2013-01-01","2014-12-31"
"338009","27121010","3002","2013-01-01","2014-12-31"
"338010","27121410","3002","2013-01-01","2014-12-31"
"338011","27130010","3002","2013-01-01","2014-12-31"
"338012","27130040","8410","2013-01-01","2014-12-31"
"338013","27130050","3002","2013-01-01","2014-12-31"
"338014","27130100","3002","2013-01-01","2014-12-31"
"338015","27133010","3002","2013-01-01","2014-12-31"
"338016","27135010","3002","2013-01-01","2014-12-31"
"338017","27135020","3002","2013-01-01","2014-12-31"
"338018","27135030","3002","2013-01-01","2014-12-31"
"338019","27135040","3002","2013-01-01","2014-12-31"
"338020","27135050","3002","2013-01-01","2014-12-31"
"338021","27135110","3002","2013-01-01","2014-12-31"
"338022","27135150","3002","2013-01-01","2014-12-31"
"338023","27136050","3002","2013-01-01","2014-12-31"
"338024","27136080","3002","2013-01-01","2014-12-31"
"338025","27136100","3002","2013-01-01","2014-12-31"
"338026","27141000","3004","2013-01-01","2014-12-31"
"338027","27141030","8410","2013-01-01","2014-12-31"
"338028","27141050","3004","2013-01-01","2014-12-31"
"338029","27141500","3004","2013-01-01","2014-12-31"
"338030","27142000","3004","2013-01-01","2014-12-31"
"338031","27142100","3004","2013-01-01","2014-12-31"
"338032","27142200","3004","2013-01-01","2014-12-31"
"338033","27143000","3004","2013-01-01","2014-12-31"
"338034","27144000","3004","2013-01-01","2014-12-31"
"338035","27145000","3404","2013-01-01","2014-12-31"
"338036","27146000","2202","2013-01-01","2014-12-31"
"338037","27146010","2202","2013-01-01","2014-12-31"
"338038","27146050","2202","2013-01-01","2014-12-31"
"338039","27146100","3404","2013-01-01","2014-12-31"
"338040","27146110","3404","2013-01-01","2014-12-31"
"338041","27146150","3004","2013-01-01","2014-12-31"
"338042","27146160","3004","2013-01-01","2014-12-31"
"338043","27146200","3004","2013-01-01","2014-12-31"
"338044","27146250","3004","2013-01-01","2014-12-31"
"338045","27146300","3004","2013-01-01","2014-12-31"
"338046","27146350","3404","2013-01-01","2014-12-31"
"338047","27146360","3404","2013-01-01","2014-12-31"
"338048","27146400","3004","2013-01-01","2014-12-31"
"338049","27148010","3004","2013-01-01","2014-12-31"
"338050","27150010","3006","2013-01-01","2014-12-31"
"338051","27150020","3006","2013-01-01","2014-12-31"
"338052","27150030","3006","2013-01-01","2014-12-31"
"338053","27150050","3006","2013-01-01","2014-12-31"
"338054","27150060","3006","2013-01-01","2014-12-31"
"338055","27150070","2404","2013-01-01","2014-12-31"
"338056","27150100","3006","2013-01-01","2014-12-31"
"338057","27150110","2404","2013-01-01","2014-12-31"
"338058","27150120","3006","2013-01-01","2014-12-31"
"338059","27150130","3006","2013-01-01","2014-12-31"
"338060","27150140","2404","2013-01-01","2014-12-31"
"338061","27150160","3006","2013-01-01","2014-12-31"
"338062","27150170","3404","2013-01-01","2014-12-31"
"338063","27150190","8412","2013-01-01","2014-12-31"
"338064","27150200","8412","2013-01-01","2014-12-31"
"338065","27150210","8412","2013-01-01","2014-12-31"
"338066","27150230","2404","2013-01-01","2014-12-31"
"338067","27150250","3006","2013-01-01","2014-12-31"
"338068","27150310","3006","2013-01-01","2014-12-31"
"338069","27150320","3006","2013-01-01","2014-12-31"
"338070","27150330","3006","2013-01-01","2014-12-31"
"338071","27150350","3006","2013-01-01","2014-12-31"
"338072","27150370","3006","2013-01-01","2014-12-31"
"338073","27150410","3404","2013-01-01","2014-12-31"
"338074","27150510","3006","2013-01-01","2014-12-31"
"338075","27151030","3006","2013-01-01","2014-12-31"
"338076","27151040","3006","2013-01-01","2014-12-31"
"338077","27151050","3006","2013-01-01","2014-12-31"
"338078","27151070","3006","2013-01-01","2014-12-31"
"338079","27160010","3002","2013-01-01","2014-12-31"
"338080","27160100","3002","2013-01-01","2014-12-31"
"338081","27161010","3002","2013-01-01","2014-12-31"
"338082","27162010","3002","2013-01-01","2014-12-31"
"338083","27162050","8410","2013-01-01","2014-12-31"
"338084","27162060","8410","2013-01-01","2014-12-31"
"338085","27162500","3002","2013-01-01","2014-12-31"
"338086","27163010","3002","2013-01-01","2014-12-31"
"338087","27211000","3002","2013-01-01","2014-12-31"
"338088","27211100","3002","2013-01-01","2014-12-31"
"338089","27211110","3002","2013-01-01","2014-12-31"
"338090","27211150","3002","2013-01-01","2014-12-31"
"338091","27211190","3002","2013-01-01","2014-12-31"
"338092","27211200","3002","2013-01-01","2014-12-31"
"338093","27211300","3002","2013-01-01","2014-12-31"
"338094","27211400","3002","2013-01-01","2014-12-31"
"338095","27211500","3002","2013-01-01","2014-12-31"
"338096","27211550","3002","2013-01-01","2014-12-31"
"338097","27212000","3002","2013-01-01","2014-12-31"
"338098","27212050","3002","2013-01-01","2014-12-31"
"338099","27212100","3002","2013-01-01","2014-12-31"
"338100","27212120","3002","2013-01-01","2014-12-31"
"338101","27212150","3002","2013-01-01","2014-12-31"
"338102","27212200","3002","2013-01-01","2014-12-31"
"338103","27212300","3002","2013-01-01","2014-12-31"
"338104","27212350","3002","2013-01-01","2014-12-31"
"338105","27212400","3002","2013-01-01","2014-12-31"
"338106","27212500","3404","2013-01-01","2014-12-31"
"338107","27213000","3002","2013-01-01","2014-12-31"
"338108","27213010","3202","2013-01-01","2014-12-31"
"338109","27213100","3002","2013-01-01","2014-12-31"
"338110","27213120","3002","2013-01-01","2014-12-31"
"338111","27213150","3002","2013-01-01","2014-12-31"
"338112","27213200","3002","2013-01-01","2014-12-31"
"338113","27213300","3002","2013-01-01","2014-12-31"
"338114","27213400","3002","2013-01-01","2014-12-31"
"338115","27213420","3002","2013-01-01","2014-12-31"
"338116","27213500","3404","2013-01-01","2014-12-31"
"338117","27213600","3002","2013-01-01","2014-12-31"
"338118","27214100","3002","2013-01-01","2014-12-31"
"338119","27214110","3002","2013-01-01","2014-12-31"
"338120","27214300","3002","2013-01-01","2014-12-31"
"338121","27214500","3002","2013-01-01","2014-12-31"
"338122","27214600","3002","2013-01-01","2014-12-31"
"338123","27218110","3002","2013-01-01","2014-12-31"
"338124","27218210","3002","2013-01-01","2014-12-31"
"338125","27218310","3002","2013-01-01","2014-12-31"
"338126","27220010","3002","2013-01-01","2014-12-31"
"338127","27220020","3002","2013-01-01","2014-12-31"
"338128","27220030","3002","2013-01-01","2014-12-31"
"338129","27220050","3002","2013-01-01","2014-12-31"
"338130","27220080","3002","2013-01-01","2014-12-31"
"338131","27220110","3002","2013-01-01","2014-12-31"
"338132","27220120","3002","2013-01-01","2014-12-31"
"338133","27220150","3002","2013-01-01","2014-12-31"
"338134","27220170","3002","2013-01-01","2014-12-31"
"338135","27220190","3002","2013-01-01","2014-12-31"
"338136","27220210","3002","2013-01-01","2014-12-31"
"338137","27220310","3002","2013-01-01","2014-12-31"
"338138","27220510","3002","2013-01-01","2014-12-31"
"338139","27220520","3002","2013-01-01","2014-12-31"
"338140","27221100","3002","2013-01-01","2014-12-31"
"338141","27221110","3002","2013-01-01","2014-12-31"
"338142","27221150","3002","2013-01-01","2014-12-31"
"338143","27230010","3002","2013-01-01","2014-12-31"
"338144","27231000","3002","2013-01-01","2014-12-31"
"338145","27232000","3002","2013-01-01","2014-12-31"
"338146","27233000","3002","2013-01-01","2014-12-31"
"338147","27235000","3002","2013-01-01","2014-12-31"
"338148","27235750","3002","2013-01-01","2014-12-31"
"338149","27236000","3002","2013-01-01","2014-12-31"
"338150","27241000","3004","2013-01-01","2014-12-31"
"338151","27241010","3004","2013-01-01","2014-12-31"
"338152","27242000","3004","2013-01-01","2014-12-31"
"338153","27242200","3004","2013-01-01","2014-12-31"
"338154","27242250","3004","2013-01-01","2014-12-31"
"338155","27242300","3004","2013-01-01","2014-12-31"
"338156","27242310","3004","2013-01-01","2014-12-31"
"338157","27242350","3004","2013-01-01","2014-12-31"
"338158","27242400","3004","2013-01-01","2014-12-31"
"338159","27242500","3404","2013-01-01","2014-12-31"
"338160","27243000","3004","2013-01-01","2014-12-31"
"338161","27243100","3202","2013-01-01","2014-12-31"
"338162","27243300","3004","2013-01-01","2014-12-31"
"338163","27243400","3004","2013-01-01","2014-12-31"
"338164","27243500","3004","2013-01-01","2014-12-31"
"338165","27243600","3404","2013-01-01","2014-12-31"
"338166","27243700","3004","2013-01-01","2014-12-31"
"338167","27246100","3004","2013-01-01","2014-12-31"
"338168","27246200","3004","2013-01-01","2014-12-31"
"338169","27246300","3004","2013-01-01","2014-12-31"
"338170","27246400","2502","2013-01-01","2014-12-31"
"338171","27246500","3004","2013-01-01","2014-12-31"
"338172","27246505","3004","2013-01-01","2014-12-31"
"338173","27250020","3006","2013-01-01","2014-12-31"
"338174","27250030","3006","2013-01-01","2014-12-31"
"338175","27250040","3006","2013-01-01","2014-12-31"
"338176","27250050","3006","2013-01-01","2014-12-31"
"338177","27250060","3006","2013-01-01","2014-12-31"
"338178","27250070","3006","2013-01-01","2014-12-31"
"338179","27250080","3006","2013-01-01","2014-12-31"
"338180","27250110","3006","2013-01-01","2014-12-31"
"338181","27250120","3006","2013-01-01","2014-12-31"
"338182","27250122","3006","2013-01-01","2014-12-31"
"338183","27250124","3006","2013-01-01","2014-12-31"
"338184","27250126","3006","2013-01-01","2014-12-31"
"338185","27250128","3404","2013-01-01","2014-12-31"
"338186","27250130","3006","2013-01-01","2014-12-31"
"338187","27250132","3006","2013-01-01","2014-12-31"
"338188","27250150","3006","2013-01-01","2014-12-31"
"338189","27250160","3006","2013-01-01","2014-12-31"
"338190","27250210","3006","2013-01-01","2014-12-31"
"338191","27250220","3006","2013-01-01","2014-12-31"
"338192","27250250","3006","2013-01-01","2014-12-31"
"338193","27250260","3006","2013-01-01","2014-12-31"
"338194","27250270","3006","2013-01-01","2014-12-31"
"338195","27250300","3006","2013-01-01","2014-12-31"
"338196","27250310","3006","2013-01-01","2014-12-31"
"338197","27250400","3006","2013-01-01","2014-12-31"
"338198","27250410","3006","2013-01-01","2014-12-31"
"338199","27250450","3006","2013-01-01","2014-12-31"
"338200","27250520","2402","2013-01-01","2014-12-31"
"338201","27250550","2502","2013-01-01","2014-12-31"
"338202","27250610","3006","2013-01-01","2014-12-31"
"338203","27250630","3006","2013-01-01","2014-12-31"
"338204","27250710","3006","2013-01-01","2014-12-31"
"338205","27250810","3006","2013-01-01","2014-12-31"
"338206","27250820","3006","2013-01-01","2014-12-31"
"338207","27250830","3006","2013-01-01","2014-12-31"
"338208","27250900","3006","2013-01-01","2014-12-31"
"338209","27250950","3006","2013-01-01","2014-12-31"
"338210","27251010","3006","2013-01-01","2014-12-31"
"338211","27260010","3002","2013-01-01","2014-12-31"
"338212","27260050","3002","2013-01-01","2014-12-31"
"338213","27260080","3002","2013-01-01","2014-12-31"
"338214","27260090","3002","2013-01-01","2014-12-31"
"338215","27260100","3002","2013-01-01","2014-12-31"
"338216","27260110","3002","2013-01-01","2014-12-31"
"338217","27260500","3002","2013-01-01","2014-12-31"
"338218","27260510","3002","2013-01-01","2014-12-31"
"338219","27261000","3002","2013-01-01","2014-12-31"
"338220","27261500","3002","2013-01-01","2014-12-31"
"338221","27311110","3002","2013-01-01","2014-12-31"
"338222","27311120","3002","2013-01-01","2014-12-31"
"338223","27311210","3002","2013-01-01","2014-12-31"
"338224","27311220","3002","2013-01-01","2014-12-31"
"338225","27311310","3002","2013-01-01","2014-12-31"
"338226","27311320","3002","2013-01-01","2014-12-31"
"338227","27311410","3002","2013-01-01","2014-12-31"
"338228","27311420","3002","2013-01-01","2014-12-31"
"338229","27311510","3002","2013-01-01","2014-12-31"
"338230","27311600","3002","2013-01-01","2014-12-31"
"338231","27311605","3002","2013-01-01","2014-12-31"
"338232","27311610","3002","2013-01-01","2014-12-31"
"338233","27311620","3002","2013-01-01","2014-12-31"
"338234","27311625","3002","2013-01-01","2014-12-31"
"338235","27311630","3002","2013-01-01","2014-12-31"
"338236","27311635","3002","2013-01-01","2014-12-31"
"338237","27311640","3002","2013-01-01","2014-12-31"
"338238","27311645","3404","2013-01-01","2014-12-31"
"338239","27311650","3404","2013-01-01","2014-12-31"
"338240","27313010","3002","2013-01-01","2014-12-31"
"338241","27313020","3002","2013-01-01","2014-12-31"
"338242","27313110","3402","2013-01-01","2014-12-31"
"338243","27313150","3404","2013-01-01","2014-12-31"
"338244","27313160","3404","2013-01-01","2014-12-31"
"338245","27313210","3002","2013-01-01","2014-12-31"
"338246","27313220","3002","2013-01-01","2014-12-31"
"338247","27313310","3002","2013-01-01","2014-12-31"
"338248","27313320","3002","2013-01-01","2014-12-31"
"338249","27313410","3002","2013-01-01","2014-12-31"
"338250","27313420","3002","2013-01-01","2014-12-31"
"338251","27315010","3002","2013-01-01","2014-12-31"
"338252","27315020","3002","2013-01-01","2014-12-31"
"338253","27315210","3002","2013-01-01","2014-12-31"
"338254","27315220","3002","2013-01-01","2014-12-31"
"338255","27315250","3002","2013-01-01","2014-12-31"
"338256","27315270","3002","2013-01-01","2014-12-31"
"338257","27315310","3002","2013-01-01","2014-12-31"
"338258","27315320","3002","2013-01-01","2014-12-31"
"338259","27315330","3002","2013-01-01","2014-12-31"
"338260","27315340","3002","2013-01-01","2014-12-31"
"338261","27315410","3002","2013-01-01","2014-12-31"
"338262","27315420","3002","2013-01-01","2014-12-31"
"338263","27315510","3404","2013-01-01","2014-12-31"
"338264","27315520","3404","2013-01-01","2014-12-31"
"338265","27317010","3002","2013-01-01","2014-12-31"
"338266","27317100","3002","2013-01-01","2014-12-31"
"338267","27317110","3002","2013-01-01","2014-12-31"
"338268","27319010","3002","2013-01-01","2014-12-31"
"338269","27320020","3002","2013-01-01","2014-12-31"
"338270","27320025","3002","2013-01-01","2014-12-31"
"338271","27320027","3002","2013-01-01","2014-12-31"
"338272","27320030","3002","2013-01-01","2014-12-31"
"338273","27320040","3002","2013-01-01","2014-12-31"
"338274","27320070","3002","2013-01-01","2014-12-31"
"338275","27320080","3002","2013-01-01","2014-12-31"
"338276","27320090","3002","2013-01-01","2014-12-31"
"338277","27320100","3002","2013-01-01","2014-12-31"
"338278","27320110","3002","2013-01-01","2014-12-31"
"338279","27320120","3002","2013-01-01","2014-12-31"
"338280","27320130","3002","2013-01-01","2014-12-31"
"338281","27320140","3002","2013-01-01","2014-12-31"
"338282","27320150","3002","2013-01-01","2014-12-31"
"338283","27320210","3002","2013-01-01","2014-12-31"
"338284","27320310","3402","2013-01-01","2014-12-31"
"338285","27320320","3404","2013-01-01","2014-12-31"
"338286","27320330","3404","2013-01-01","2014-12-31"
"338287","27320340","3002","2013-01-01","2014-12-31"
"338288","27320350","3002","2013-01-01","2014-12-31"
"338289","27320410","3002","2013-01-01","2014-12-31"
"338290","27320450","3002","2013-01-01","2014-12-31"
"338291","27320500","3404","2013-01-01","2014-12-31"
"338292","27330010","3002","2013-01-01","2014-12-31"
"338293","27330030","3002","2013-01-01","2014-12-31"
"338294","27330050","3002","2013-01-01","2014-12-31"
"338295","27330060","3002","2013-01-01","2014-12-31"
"338296","27330080","3002","2013-01-01","2014-12-31"
"338297","27330110","3002","2013-01-01","2014-12-31"
"338298","27330170","3002","2013-01-01","2014-12-31"
"338299","27330210","3002","2013-01-01","2014-12-31"
"338300","27330220","3002","2013-01-01","2014-12-31"
"338301","27331150","3002","2013-01-01","2014-12-31"
"338302","27332100","3002","2013-01-01","2014-12-31"
"338303","27332110","3002","2013-01-01","2014-12-31"
"338304","27335100","3002","2013-01-01","2014-12-31"
"338305","27335500","3002","2013-01-01","2014-12-31"
"338306","27336100","3002","2013-01-01","2014-12-31"
"338307","27336150","3002","2013-01-01","2014-12-31"
"338308","27336200","3002","2013-01-01","2014-12-31"
"338309","27336250","3002","2013-01-01","2014-12-31"
"338310","27336300","3002","2013-01-01","2014-12-31"
"338311","27336310","3002","2013-01-01","2014-12-31"
"338312","27341000","3004","2013-01-01","2014-12-31"
"338313","27341010","3004","2013-01-01","2014-12-31"
"338314","27341020","3004","2013-01-01","2014-12-31"
"338315","27341025","3004","2013-01-01","2014-12-31"
"338316","27341030","3004","2013-01-01","2014-12-31"
"338317","27341035","3004","2013-01-01","2014-12-31"
"338318","27341040","3004","2013-01-01","2014-12-31"
"338319","27341045","3004","2013-01-01","2014-12-31"
"338320","27341050","3004","2013-01-01","2014-12-31"
"338321","27341055","3004","2013-01-01","2014-12-31"
"338322","27341060","3004","2013-01-01","2014-12-31"
"338323","27341310","3004","2013-01-01","2014-12-31"
"338324","27341320","3004","2013-01-01","2014-12-31"
"338325","27341510","3004","2013-01-01","2014-12-31"
"338326","27341520","3004","2013-01-01","2014-12-31"
"338327","27343010","3004","2013-01-01","2014-12-31"
"338328","27343020","3004","2013-01-01","2014-12-31"
"338329","27343410","3004","2013-01-01","2014-12-31"
"338330","27343420","3004","2013-01-01","2014-12-31"
"338331","27343470","3004","2013-01-01","2014-12-31"
"338332","27343480","3004","2013-01-01","2014-12-31"
"338333","27343510","3004","2013-01-01","2014-12-31"
"338334","27343520","3004","2013-01-01","2014-12-31"
"338335","27343910","3402","2013-01-01","2014-12-31"
"338336","27343950","3004","2013-01-01","2014-12-31"
"338337","27343960","3004","2013-01-01","2014-12-31"
"338338","27345010","3004","2013-01-01","2014-12-31"
"338339","27345020","3004","2013-01-01","2014-12-31"
"338340","27345210","3004","2013-01-01","2014-12-31"
"338341","27345220","3004","2013-01-01","2014-12-31"
"338342","27345230","3004","2013-01-01","2014-12-31"
"338343","27345310","3404","2013-01-01","2014-12-31"
"338344","27345320","3404","2013-01-01","2014-12-31"
"338345","27345410","3004","2013-01-01","2014-12-31"
"338346","27345420","3004","2013-01-01","2014-12-31"
"338347","27345440","3004","2013-01-01","2014-12-31"
"338348","27345450","3004","2013-01-01","2014-12-31"
"338349","27345510","3004","2013-01-01","2014-12-31"
"338350","27345520","3004","2013-01-01","2014-12-31"
"338351","27347100","3004","2013-01-01","2014-12-31"
"338352","27347200","3004","2013-01-01","2014-12-31"
"338353","27347210","3004","2013-01-01","2014-12-31"
"338354","27347220","3004","2013-01-01","2014-12-31"
"338355","27347230","3004","2013-01-01","2014-12-31"
"338356","27347240","3004","2013-01-01","2014-12-31"
"338357","27347250","3004","2013-01-01","2014-12-31"
"338358","27348100","3004","2013-01-01","2014-12-31"
"338359","27350020","3202","2013-01-01","2014-12-31"
"338360","27350030","3006","2013-01-01","2014-12-31"
"338361","27350050","3402","2013-01-01","2014-12-31"
"338362","27350060","3006","2013-01-01","2014-12-31"
"338363","27350070","3006","2013-01-01","2014-12-31"
"338364","27350080","3006","2013-01-01","2014-12-31"
"338365","27350090","3006","2013-01-01","2014-12-31"
"338366","27350100","3006","2013-01-01","2014-12-31"
"338367","27350110","3006","2013-01-01","2014-12-31"
"338368","27350200","3006","2013-01-01","2014-12-31"
"338369","27350310","3006","2013-01-01","2014-12-31"
"338370","27350410","3006","2013-01-01","2014-12-31"
"338371","27351010","3006","2013-01-01","2014-12-31"
"338372","27351020","3006","2013-01-01","2014-12-31"
"338373","27351030","3006","2013-01-01","2014-12-31"
"338374","27351040","3006","2013-01-01","2014-12-31"
"338375","27351050","3006","2013-01-01","2014-12-31"
"338376","27360000","3002","2013-01-01","2014-12-31"
"338377","27360010","3002","2013-01-01","2014-12-31"
"338378","27360050","3002","2013-01-01","2014-12-31"
"338379","27360080","3402","2013-01-01","2014-12-31"
"338380","27360090","3202","2013-01-01","2014-12-31"
"338381","27360100","3002","2013-01-01","2014-12-31"
"338382","27360120","3402","2013-01-01","2014-12-31"
"338383","27361010","3002","2013-01-01","2014-12-31"
"338384","27362000","3002","2013-01-01","2014-12-31"
"338385","27363000","3006","2013-01-01","2014-12-31"
"338386","27363100","3202","2013-01-01","2014-12-31"
"338387","27410210","3002","2013-01-01","2014-12-31"
"338388","27410220","3002","2013-01-01","2014-12-31"
"338389","27410250","3002","2013-01-01","2014-12-31"
"338390","27411100","3002","2013-01-01","2014-12-31"
"338391","27411120","3002","2013-01-01","2014-12-31"
"338392","27411150","3002","2013-01-01","2014-12-31"
"338393","27411200","3002","2013-01-01","2014-12-31"
"338394","27414100","3002","2013-01-01","2014-12-31"
"338395","27414200","3002","2013-01-01","2014-12-31"
"338396","27415100","3404","2013-01-01","2014-12-31"
"338397","27415110","3404","2013-01-01","2014-12-31"
"338398","27415120","3404","2013-01-01","2014-12-31"
"338399","27415130","3404","2013-01-01","2014-12-31"
"338400","27415140","3404","2013-01-01","2014-12-31"
"338401","27415150","3402","2013-01-01","2014-12-31"
"338402","27415170","3404","2013-01-01","2014-12-31"
"338403","27415200","3404","2013-01-01","2014-12-31"
"338404","27415220","3404","2013-01-01","2014-12-31"
"338405","27416100","3002","2013-01-01","2014-12-31"
"338406","27416150","3002","2013-01-01","2014-12-31"
"338407","27416200","3002","2013-01-01","2014-12-31"
"338408","27416250","3002","2013-01-01","2014-12-31"
"338409","27416300","3502","2013-01-01","2014-12-31"
"338410","27416400","3404","2013-01-01","2014-12-31"
"338411","27416450","3002","2013-01-01","2014-12-31"
"338412","27416500","3002","2013-01-01","2014-12-31"
"338413","27418110","3002","2013-01-01","2014-12-31"
"338414","27418210","3002","2013-01-01","2014-12-31"
"338415","27418310","3002","2013-01-01","2014-12-31"
"338416","27418410","3002","2013-01-01","2014-12-31"
"338417","27420010","3002","2013-01-01","2014-12-31"
"338418","27420020","3002","2013-01-01","2014-12-31"
"338419","27420040","3002","2013-01-01","2014-12-31"
"338420","27420060","3002","2013-01-01","2014-12-31"
"338421","27420080","6422","2013-01-01","2014-12-31"
"338422","27420100","3404","2013-01-01","2014-12-31"
"338423","27420110","3404","2013-01-01","2014-12-31"
"338424","27420120","3404","2013-01-01","2014-12-31"
"338425","27420150","3404","2013-01-01","2014-12-31"
"338426","27420160","3404","2013-01-01","2014-12-31"
"338427","27420170","3404","2013-01-01","2014-12-31"
"338428","27420200","3002","2013-01-01","2014-12-31"
"338429","27420250","3002","2013-01-01","2014-12-31"
"338430","27420270","3002","2013-01-01","2014-12-31"
"338431","27420350","3002","2013-01-01","2014-12-31"
"338432","27420370","3404","2013-01-01","2014-12-31"
"338433","27420390","3402","2013-01-01","2014-12-31"
"338434","27420400","3002","2013-01-01","2014-12-31"
"338435","27420410","3002","2013-01-01","2014-12-31"
"338436","27420450","3002","2013-01-01","2014-12-31"
"338437","27420460","3002","2013-01-01","2014-12-31"
"338438","27420470","3002","2013-01-01","2014-12-31"
"338439","27420500","3404","2013-01-01","2014-12-31"
"338440","27420510","3404","2013-01-01","2014-12-31"
"338441","27420520","3002","2013-01-01","2014-12-31"
"338442","27421010","3002","2013-01-01","2014-12-31"
"338443","27422010","3002","2013-01-01","2014-12-31"
"338444","27430400","3002","2013-01-01","2014-12-31"
"338445","27430410","3002","2013-01-01","2014-12-31"
"338446","27430500","3002","2013-01-01","2014-12-31"
"338447","27430510","3002","2013-01-01","2014-12-31"
"338448","27430580","3002","2013-01-01","2014-12-31"
"338449","27430590","3002","2013-01-01","2014-12-31"
"338450","27430610","3002","2013-01-01","2014-12-31"
"338451","27440110","3004","2013-01-01","2014-12-31"
"338452","27440120","3004","2013-01-01","2014-12-31"
"338453","27440130","3004","2013-01-01","2014-12-31"
"338454","27441120","3004","2013-01-01","2014-12-31"
"338455","27442110","3004","2013-01-01","2014-12-31"
"338456","27442120","3004","2013-01-01","2014-12-31"
"338457","27443110","3004","2013-01-01","2014-12-31"
"338458","27443120","3004","2013-01-01","2014-12-31"
"338459","27443150","3004","2013-01-01","2014-12-31"
"338460","27445110","3404","2013-01-01","2014-12-31"
"338461","27445120","3404","2013-01-01","2014-12-31"
"338462","27445125","3004","2013-01-01","2014-12-31"
"338463","27445130","3004","2013-01-01","2014-12-31"
"338464","27445150","3404","2013-01-01","2014-12-31"
"338465","27445180","3404","2013-01-01","2014-12-31"
"338466","27445220","3404","2013-01-01","2014-12-31"
"338467","27445250","3404","2013-01-01","2014-12-31"
"338468","27446100","3402","2013-01-01","2014-12-31"
"338469","27446200","3004","2013-01-01","2014-12-31"
"338470","27446205","3004","2013-01-01","2014-12-31"
"338471","27446220","3004","2013-01-01","2014-12-31"
"338472","27446225","3004","2013-01-01","2014-12-31"
"338473","27446230","3004","2013-01-01","2014-12-31"
"338474","27446235","3004","2013-01-01","2014-12-31"
"338475","27446240","3004","2013-01-01","2014-12-31"
