"fdc_id"
"321612"
"321618"
"321621"
"321628"
"321631"
"321638"
"321641"
"321648"
"323887"
"323896"
"323905"
"323914"
"323931"
"323947"
"323963"
"323972"
"323988"
"324003"
"324012"
"324021"
"324158"
"324165"
"324170"
"324177"
"324195"
"324214"
"324233"
"324252"
"324259"
"324278"
"324297"
"324318"
"324325"
"324332"
"324339"
"324352"
"324359"
"324366"
"324383"
"324401"
"324414"
"324421"
"324438"
"324445"
"324452"
"324459"
"324472"
"324485"
"324514"
"324654"
"324661"
"324668"
"324683"
"324689"
"324710"
"324726"
"324732"
"324748"
"324754"
"324760"
"324766"
"324781"
"324798"
"324805"
"324822"
"324838"
"324853"
"324861"
"324871"
"324881"
"324891"
"324913"
"324921"
"324940"
"324960"
"324970"
"324989"
"325007"
"325017"
"325037"
"325046"
"325061"
"325075"
"325096"
"325101"
"325107"
"325114"
"325119"
"325129"
"325133"
"325138"
"325148"
"325153"
"325157"
"325161"
"325164"
"325169"
"325173"
"325177"
"325181"
"325186"
"325190"
"325194"
"325659"
"325669"
"325679"
"325689"
"325698"
"325708"
"325718"
"325725"
"325732"
"325739"
"325746"
"325753"
"325760"
"325767"
"325774"
"325781"
"325788"
"325795"
"325810"
"325825"
"325841"
"325856"
"325993"
"325998"
"326004"
"326010"
"326024"
"326030"
"326051"
"326057"
"326076"
"326082"
"326100"
"326114"
"326459"
"326466"
"326473"
"326480"
"326487"
"326494"
"326510"
"326529"
"326537"
"326558"
"326572"
"326591"
"327700"
"327706"
"327713"
"327720"
"327728"
"327735"
"327924"
"327936"
"327948"
"327960"
"327980"
"327998"
"328008"
"328020"
"328045"
"328057"
"328070"
"328094"
"328114"
"328122"
"328130"
"328153"
"328175"
"328191"
"328208"
"328227"
"328248"
"328266"
"328286"
"328305"
"328326"
"328335"
"328344"
"328351"
"328358"
"328376"
"328394"
"328413"
"328432"
"328442"
"328454"
"328472"
"328490"
"328508"
"328529"
"328541"
"328549"
"328559"
"328567"
"328585"
"328594"
"328601"
"328620"
"328638"
"328646"
"328652"
"328660"
"328679"
"328695"
"328713"
"328721"
"328729"
"328736"
"328751"
"328769"
"328785"
"328793"
"328809"
"328824"
"328842"
"328850"
"328857"
"328869"
"328881"
"328902"
"328924"
"328946"
"328967"
"328975"
"329000"
"329012"
"329024"
"329036"
"329058"
"329075"
"329098"
"329119"
"329131"
"329138"
"329147"
"329160"
"329174"
"329189"
"329198"
"329216"
"329224"
"329232"
"329240"
"329255"
"329271"
"329279"
"329295"
"329309"
"329316"
"329331"
"329346"
"329359"
"329717"
"329734"
"329751"
"329768"
"329783"
"329806"
"329831"
"329837"
"329846"
"329853"
"329870"
"329874"
"329883"
"329905"
"329933"
"329951"
"329973"
"329993"
"330008"
"330018"
"330035"
"330056"
"330079"
"330108"
"330138"
"330145"
"330152"
"330161"
"330178"
"330201"
"330221"
"330236"
"330257"
"330279"
"330292"
"330307"
"330329"
"330352"
"330376"
"330392"
"330416"
"330421"
"330426"
"330433"
"330441"
"330450"
"330459"
"330466"
"330486"
"330496"
"330500"
"330509"
"330519"
"330527"
"330536"
"330546"
"330559"
"330569"
"330573"
"330583"
"330590"
"330600"
"330610"
"330620"
"330624"
"330634"
"330641"
"330651"
"330662"
"330672"
"330676"
"330686"
"330695"
"330705"
"330719"
"330723"
"330730"
"330741"
"330745"
"330753"
"330766"
"330770"
"330778"
"330791"
"330795"
"330802"
"330813"
"330817"
"330824"
"330834"
"330838"
"330845"
"330856"
"330860"
"330870"
"330884"
"330910"
"330924"
"330932"
"330945"
"330953"
"330965"
"331024"
"331038"
"331095"
"331109"
"331166"
"331180"
"331234"
"331248"
"331300"
"331312"
"331364"
"331378"
"331392"
"331405"
"331418"
"331432"
"331446"
"331460"
"331474"
"331488"
"331502"
"331515"
"331527"
"331540"
"331553"
"331567"
"331581"
"331595"
"331608"
"331620"
"331634"
"331648"
"331660"
"331673"
"331685"
"331699"
"331713"
"331727"
"331751"
"331764"
"331776"
"331787"
"331809"
"331831"
"331853"
"331875"
"331898"
"331904"
"331911"
"331917"
"331931"
"331945"
"331961"
"331969"
"331977"
"331985"
"331993"
"331998"
"332003"
"332008"
"332013"
"332017"
"332022"
"332027"
"332035"
"332040"
"332048"
