"id","fdc_id","name","pct_weight","is_refuse","gram_weight","data_points","min_year_acquired"
"57579","331079","Separable Lean","","N","64.3","1",""
"57580","331079","Handling loss","","N","1.3","1",""
"57581","331080","Total gram weight","","N","87.5","1",""
"57582","331080","Edible portion","","N","49.8","1",""
"57583","331080","Bone and cartilage","","Y","29.2","1",""
"57584","331080","Separable Lean","","N","49.8","1",""
"57585","331080","Handling loss","","N","1.7","1",""
"57586","331080","Skin and separable fat","","Y","6.8","1",""
"57587","331081","Total gram weight","","N","92.7","1",""
"57588","331081","Edible portion","","N","52.5","1",""
"57589","331081","Bone and cartilage","","Y","33","1",""
"57590","331081","Separable Lean","","N","52.5","1",""
"57591","331081","Handling loss","","N","1.6","1",""
"57592","331081","Skin and separable fat","","Y","5.6","1",""
"57593","331082","Total gram weight","","N","106","1",""
"57594","331082","Separable Lean","","N","60.7","1",""
"57595","331082","Handling loss","","N","1.4","1",""
"57596","331082","Edible portion","","N","60.7","1",""
"57597","331082","Bone and cartilage","","Y","38.2","1",""
"57598","331082","Skin and separable fat","","Y","6.2","1",""
"57599","331083","Total gram weight","","N","107","1",""
"57600","331083","Edible portion","","N","56.9","1",""
"57601","331083","Bone and cartilage","","Y","39.4","1",""
"57602","331083","Separable Lean","","N","56.9","1",""
"57603","331083","Handling loss","","N","2.6","1",""
"57604","331083","Skin and separable fat","","Y","7.7","1",""
"57605","331084","Skin and separable fat","","Y","7.6","1",""
"57606","331084","Total gram weight","","N","108","1",""
"57607","331084","Edible portion","","N","62.9","1",""
"57608","331084","Bone and cartilage","","Y","37.3","1",""
"57609","331084","Separable Lean","","N","62.9","1",""
"57610","331084","Handling loss","","N","0.5","1",""
"57611","331085","Total gram weight","","N","110","1",""
"57612","331085","Edible portion","","N","63.1","1",""
"57613","331085","Bone and cartilage","","Y","31.9","1",""
"57614","331085","Separable Lean","","N","63.1","1",""
"57615","331085","Handling loss","","N","2","1",""
"57616","331085","Skin and separable fat","","Y","13.2","1",""
"57617","331086","Skin and separable fat","","Y","15","1",""
"57618","331086","Total gram weight","","N","140","1",""
"57619","331086","Edible portion","","N","80.9","1",""
"57620","331086","Bone and cartilage","","Y","42.4","1",""
"57621","331086","Separable Lean","","N","80.9","1",""
"57622","331086","Handling loss","","N","1.7","1",""
"57623","331087","Total gram weight","","N","112","1",""
"57624","331087","Edible portion","","N","58","1",""
"57625","331087","Bone and cartilage","","Y","43.4","1",""
"57626","331087","Separable Lean","","N","58","1",""
"57627","331087","Handling loss","","N","2.1","1",""
"57628","331087","Skin and separable fat","","Y","8.6","1",""
"57629","331088","Total gram weight","","N","93.5","1",""
"57630","331088","Edible portion","","N","52.8","1",""
"57631","331088","Bone and cartilage","","Y","29.1","1",""
"57632","331088","Separable Lean","","N","52.8","1",""
"57633","331088","Handling loss","","N","2.1","1",""
"57634","331088","Skin and separable fat","","Y","9.5","1",""
"57635","331110","Bone and cartilage","","Y","34.2","1",""
"57636","331110","Total gram weight","","N","103","1",""
"57637","331110","Separable Lean","","N","60.2","1",""
"57638","331110","Handling loss","","N","1.4","1",""
"57639","331110","Edible portion","","N","60.2","1",""
"57640","331110","Skin and separable fat","","Y","7.6","1",""
"57641","331111","Bone and cartilage","","Y","38.5","1",""
"57642","331111","Total gram weight","","N","128","1",""
"57643","331111","Separable Lean","","N","75.9","1",""
"57644","331111","Handling loss","","N","2.1","1",""
"57645","331111","Edible portion","","N","75.9","1",""
"57646","331111","Skin and separable fat","","Y","11.9","1",""
"57647","331112","Bone and cartilage","","Y","36.7","1",""
"57648","331112","Total gram weight","","N","100","1",""
"57649","331112","Edible portion","","N","53.7","1",""
"57650","331112","Separable Lean","","N","53.7","1",""
"57651","331112","Handling loss","","N","2","1",""
"57652","331112","Skin and separable fat","","Y","7.6","1",""
"57653","331113","Bone and cartilage","","Y","32.6","1",""
"57654","331113","Total gram weight","","N","88.1","1",""
"57655","331113","Separable Lean","","N","46.6","1",""
"57656","331113","Handling loss","","N","1.9","1",""
"57657","331113","Edible portion","","N","46.6","1",""
"57658","331113","Skin and separable fat","","Y","7","1",""
"57659","331114","Bone and cartilage","","Y","24.5","1",""
"57660","331114","Total gram weight","","N","77.2","1",""
"57661","331114","Edible portion","","N","43.8","1",""
"57662","331114","Separable Lean","","N","43.8","1",""
"57663","331114","Handling loss","","N","1.3","1",""
"57664","331114","Skin and separable fat","","Y","7.6","1",""
"57665","331115","Bone and cartilage","","Y","32.2","1",""
"57666","331115","Total gram weight","","N","96.2","1",""
"57667","331115","Edible portion","","N","54","1",""
"57668","331115","Separable Lean","","N","54","1",""
"57669","331115","Handling loss","","N","1.8","1",""
"57670","331115","Skin and separable fat","","Y","8.2","1",""
"57671","331116","Bone and cartilage","","Y","35.6","1",""
"57672","331116","Total gram weight","","N","101","1",""
"57673","331116","Separable Lean","","N","54.4","1",""
"57674","331116","Handling loss","","N","1.6","1",""
"57675","331116","Edible portion","","N","54.4","1",""
"57676","331116","Skin and separable fat","","Y","9.6","1",""
"57677","331117","Bone and cartilage","","Y","34.2","1",""
"57678","331117","Total gram weight","","N","111","1",""
"57679","331117","Edible portion","","N","66.7","1",""
"57680","331117","Separable Lean","","N","66.7","1",""
"57681","331117","Handling loss","","N","1.9","1",""
"57682","331117","Skin and separable fat","","Y","8.3","1",""
"57683","331118","Bone and cartilage","","Y","39.4","1",""
"57684","331118","Total gram weight","","N","141","1",""
"57685","331118","Separable Lean","","N","86.5","1",""
"57686","331118","Handling loss","","N","1.5","1",""
"57687","331118","Edible portion","","N","86.5","1",""
"57688","331118","Skin and separable fat","","Y","13.2","1",""
"57689","331119","Bone and cartilage","","Y","25","1",""
"57690","331119","Total gram weight","","N","77.8","1",""
"57691","331119","Separable Lean","","N","44.8","1",""
"57692","331119","Handling loss","","N","1.5","1",""
"57693","331119","Edible portion","","N","44.8","1",""
"57694","331119","Skin and separable fat","","Y","6.5","1",""
"57695","331120","Bone and cartilage","","Y","28.1","1",""
"57696","331120","Total gram weight","","N","91","1",""
"57697","331120","Separable Lean","","N","54","1",""
"57698","331120","Handling loss","","N","1.2","1",""
"57699","331120","Edible portion","","N","54","1",""
"57700","331120","Skin and separable fat","","Y","7.7","1",""
"57701","331121","Bone and cartilage","","Y","40","1",""
"57702","331121","Total gram weight","","N","115","1",""
"57703","331121","Separable Lean","","N","65.5","1",""
"57704","331121","Handling loss","","N","0.6","1",""
"57705","331121","Edible portion","","N","65.5","1",""
"57706","331121","Skin and separable fat","","Y","9.1","1",""
"57707","331122","Bone and cartilage","","Y","35.9","1",""
"57708","331122","Total gram weight","","N","124","1",""
"57709","331122","Separable Lean","","N","74.5","1",""
"57710","331122","Handling loss","","N","1.7","1",""
"57711","331122","Edible portion","","N","74.5","1",""
"57712","331122","Skin and separable fat","","Y","11.4","1",""
"57713","331123","Bone and cartilage","","Y","24.8","1",""
"57714","331123","Total gram weight","","N","76","1",""
"57715","331123","Separable Lean","","N","43.1","1",""
"57716","331123","Handling loss","","N","0.9","1",""
"57717","331123","Edible portion","","N","43.1","1",""
"57718","331123","Skin and separable fat","","Y","7.2","1",""
"57719","331124","Bone and cartilage","","Y","30.2","1",""
"57720","331124","Total gram weight","","N","97.9","1",""
"57721","331124","Separable Lean","","N","58.3","1",""
"57722","331124","Handling loss","","N","2.4","1",""
"57723","331124","Edible portion","","N","58.3","1",""
"57724","331124","Skin and separable fat","","Y","7","1",""
"57725","331125","Bone and cartilage","","Y","42.9","1",""
"57726","331125","Total gram weight","","N","134","1",""
"57727","331125","Separable Lean","","N","77.2","1",""
"57728","331125","Handling loss","","N","1.1","1",""
"57729","331125","Edible portion","","N","77.2","1",""
"57730","331125","Skin and separable fat","","Y","13","1",""
"57731","331126","Bone and cartilage","","Y","35.3","1",""
"57732","331126","Total gram weight","","N","109","1",""
"57733","331126","Edible portion","","N","62.8","1",""
"57734","331126","Separable Lean","","N","62.8","1",""
"57735","331126","Handling loss","","N","1.8","1",""
"57736","331126","Skin and separable fat","","Y","9.2","1",""
"57737","331127","Bone and cartilage","","Y","23.5","1",""
"57738","331127","Total gram weight","","N","69.3","1",""
"57739","331127","Separable Lean","","N","39","1",""
"57740","331127","Handling loss","","N","1.2","1",""
"57741","331127","Edible portion","","N","39","1",""
"57742","331127","Skin and separable fat","","Y","5.6","1",""
"57743","331128","Bone and cartilage","","Y","35.6","1",""
"57744","331128","Total gram weight","","N","114","1",""
"57745","331128","Edible portion","","N","67","1",""
"57746","331128","Separable Lean","","N","67","1",""
"57747","331128","Handling loss","","N","1.5","1",""
"57748","331128","Skin and separable fat","","Y","10.2","1",""
"57749","331129","Bone and cartilage","","Y","36.9","1",""
"57750","331129","Total gram weight","","N","107","1",""
"57751","331129","Separable Lean","","N","61.6","1",""
"57752","331129","Handling loss","","N","1.8","1",""
"57753","331129","Edible portion","","N","61.6","1",""
"57754","331129","Skin and separable fat","","Y","6.5","1",""
"57755","331130","Bone and cartilage","","Y","27.1","1",""
"57756","331130","Total gram weight","","N","77.6","1",""
"57757","331130","Edible portion","","N","44.4","1",""
"57758","331130","Separable Lean","","N","44.4","1",""
"57759","331130","Handling loss","","N","1","1",""
"57760","331130","Skin and separable fat","","Y","5.1","1",""
"57761","331131","Bone and cartilage","","Y","35.7","1",""
"57762","331131","Total gram weight","","N","104","1",""
"57763","331131","Separable Lean","","N","56","1",""
"57764","331131","Handling loss","","N","1.9","1",""
"57765","331131","Edible portion","","N","56","1",""
"57766","331131","Skin and separable fat","","Y","10","1",""
"57767","331132","Bone and cartilage","","Y","37.2","1",""
"57768","331132","Total gram weight","","N","103","1",""
"57769","331132","Separable Lean","","N","56.5","1",""
"57770","331132","Handling loss","","N","1.7","1",""
"57771","331132","Edible portion","","N","56.5","1",""
"57772","331132","Skin and separable fat","","Y","7.5","1",""
"57773","331133","Bone and cartilage","","Y","27","1",""
"57774","331133","Total gram weight","","N","82.8","1",""
"57775","331133","Separable Lean","","N","48","1",""
"57776","331133","Handling loss","","N","1.2","1",""
"57777","331133","Edible portion","","N","48","1",""
"57778","331133","Skin and separable fat","","Y","6.6","1",""
"57779","331134","Bone and cartilage","","Y","35.6","1",""
"57780","331134","Total gram weight","","N","141","1",""
"57781","331134","Separable Lean","","N","87.2","1",""
"57782","331134","Handling loss","","N","1.2","1",""
"57783","331134","Edible portion","","N","87.2","1",""
"57784","331134","Skin and separable fat","","Y","17.4","1",""
"57785","331135","Bone and cartilage","","Y","33.9","1",""
"57786","331135","Total gram weight","","N","95.6","1",""
"57787","331135","Separable Lean","","N","53","1",""
"57788","331135","Handling loss","","N","1.1","1",""
"57789","331135","Edible portion","","N","53","1",""
"57790","331135","Skin and separable fat","","Y","7.6","1",""
"57791","331136","Bone and cartilage","","Y","38.7","1",""
"57792","331136","Total gram weight","","N","111","1",""
"57793","331136","Separable Lean","","N","59.7","1",""
"57794","331136","Handling loss","","N","1.2","1",""
"57795","331136","Edible portion","","N","59.7","1",""
"57796","331136","Skin and separable fat","","Y","11.4","1",""
"57797","331137","Bone and cartilage","","Y","41.5","1",""
"57798","331137","Total gram weight","","N","84","1",""
"57799","331137","Separable Lean","","N","35.2","1",""
"57800","331137","Handling loss","","N","2","1",""
"57801","331137","Edible portion","","N","35.2","1",""
"57802","331137","Skin and separable fat","","Y","5.3","1",""
"57803","331138","Bone and cartilage","","Y","40.4","1",""
"57804","331138","Total gram weight","","N","119","1",""
"57805","331138","Edible portion","","N","66.8","1",""
"57806","331138","Separable Lean","","N","66.8","1",""
"57807","331138","Handling loss","","N","1.1","1",""
"57808","331138","Skin and separable fat","","Y","10.9","1",""
"57809","331139","Bone and cartilage","","Y","38.4","1",""
"57810","331139","Total gram weight","","N","114","1",""
"57811","331139","Separable Lean","","N","63.4","1",""
"57812","331139","Handling loss","","N","2.8","1",""
"57813","331139","Edible portion","","N","63.4","1",""
"57814","331139","Skin and separable fat","","Y","9.4","1",""
"57815","331140","Bone and cartilage","","Y","33.9","1",""
"57816","331140","Total gram weight","","N","110","1",""
"57817","331140","Edible portion","","N","66.1","1",""
"57818","331140","Separable Lean","","N","66.1","1",""
"57819","331140","Handling loss","","N","2.7","1",""
"57820","331140","Skin and separable fat","","Y","7.1","1",""
"57821","331141","Bone and cartilage","","Y","39.6","1",""
"57822","331141","Total gram weight","","N","124","1",""
"57823","331141","Separable Lean","","N","73.1","1",""
"57824","331141","Handling loss","","N","1.7","1",""
"57825","331141","Edible portion","","N","73.1","1",""
"57826","331141","Skin and separable fat","","Y","9.4","1",""
"57827","331142","Bone and cartilage","","Y","33.2","1",""
"57828","331142","Total gram weight","","N","94.7","1",""
"57829","331142","Separable Lean","","N","52.4","1",""
"57830","331142","Handling loss","","N","1.4","1",""
"57831","331142","Edible portion","","N","52.4","1",""
"57832","331142","Skin and separable fat","","Y","7.7","1",""
"57833","331143","Bone and cartilage","","Y","34.2","1",""
"57834","331143","Total gram weight","","N","99.4","1",""
"57835","331143","Edible portion","","N","57.1","1",""
"57836","331143","Separable Lean","","N","57.1","1",""
"57837","331143","Handling loss","","N","1.3","1",""
"57838","331143","Skin and separable fat","","Y","6.8","1",""
"57839","331144","Bone and cartilage","","Y","27.3","1",""
"57840","331144","Total gram weight","","N","77.8","1",""
"57841","331144","Separable Lean","","N","42","1",""
"57842","331144","Handling loss","","N","1.4","1",""
"57843","331144","Edible portion","","N","42","1",""
"57844","331144","Skin and separable fat","","Y","7.1","1",""
"57845","331145","Bone and cartilage","","Y","40.5","1",""
"57846","331145","Total gram weight","","N","115","1",""
"57847","331145","Separable Lean","","N","63.2","1",""
"57848","331145","Handling loss","","N","1.9","1",""
"57849","331145","Edible portion","","N","63.2","1",""
"57850","331145","Skin and separable fat","","Y","9.4","1",""
"57851","331146","Bone and cartilage","","Y","32","1",""
"57852","331146","Total gram weight","","N","87.1","1",""
"57853","331146","Separable Lean","","N","46.4","1",""
"57854","331146","Handling loss","","N","2.1","1",""
"57855","331146","Edible portion","","N","46.4","1",""
"57856","331146","Skin and separable fat","","Y","6.6","1",""
"57857","331147","Bone and cartilage","","Y","44.5","1",""
"57858","331147","Total gram weight","","N","136","1",""
"57859","331147","Separable Lean","","N","77","1",""
"57860","331147","Handling loss","","N","3","1",""
"57861","331147","Edible portion","","N","77","1",""
"57862","331147","Skin and separable fat","","Y","11.1","1",""
"57863","331148","Bone and cartilage","","Y","35.5","1",""
"57864","331148","Total gram weight","","N","117","1",""
"57865","331148","Separable Lean","","N","70.3","1",""
"57866","331148","Handling loss","","N","1.7","1",""
"57867","331148","Edible portion","","N","70.3","1",""
"57868","331148","Skin and separable fat","","Y","9.8","1",""
"57869","331149","Bone and cartilage","","Y","41.2","1",""
"57870","331149","Total gram weight","","N","109","1",""
"57871","331149","Separable Lean","","N","59","1",""
"57872","331149","Handling loss","","N","1.8","1",""
"57873","331149","Edible portion","","N","59","1",""
"57874","331149","Skin and separable fat","","Y","7","1",""
"57875","331150","Bone and cartilage","","Y","25","1",""
"57876","331150","Total gram weight","","N","89.7","1",""
"57877","331150","Separable Lean","","N","54.1","1",""
"57878","331150","Handling loss","","N","1.2","1",""
"57879","331150","Edible portion","","N","54.1","1",""
"57880","331150","Skin and separable fat","","Y","9.4","1",""
"57881","331151","Bone and cartilage","","Y","35.6","1",""
"57882","331151","Total gram weight","","N","111","1",""
"57883","331151","Separable Lean","","N","64.8","1",""
"57884","331151","Handling loss","","N","1.2","1",""
"57885","331151","Edible portion","","N","64.8","1",""
"57886","331151","Skin and separable fat","","Y","9","1",""
"57887","331152","Bone and cartilage","","Y","37.9","1",""
"57888","331152","Total gram weight","","N","125","1",""
"57889","331152","Separable Lean","","N","73.8","1",""
"57890","331152","Handling loss","","N","0","1",""
"57891","331152","Edible portion","","N","73.8","1",""
"57892","331152","Skin and separable fat","","Y","13.2","1",""
"57893","331153","Bone and cartilage","","Y","36.8","1",""
"57894","331153","Total gram weight","","N","116","1",""
"57895","331153","Separable Lean","","N","65.4","1",""
"57896","331153","Handling loss","","N","2.4","1",""
"57897","331153","Edible portion","","N","65.4","1",""
"57898","331153","Skin and separable fat","","Y","11","1",""
"57899","331154","Bone and cartilage","","Y","32.2","1",""
"57900","331154","Total gram weight","","N","109","1",""
"57901","331154","Edible portion","","N","67.6","1",""
"57902","331154","Separable Lean","","N","67.6","1",""
"57903","331154","Handling loss","","N","1.5","1",""
"57904","331154","Skin and separable fat","","Y","7.8","1",""
"57905","331155","Bone and cartilage","","Y","40.6","1",""
"57906","331155","Total gram weight","","N","109","1",""
"57907","331155","Edible portion","","N","59.3","1",""
"57908","331155","Separable Lean","","N","59.3","1",""
"57909","331155","Handling loss","","N","2.1","1",""
"57910","331155","Skin and separable fat","","Y","7.2","1",""
"57911","331156","Bone and cartilage","","Y","29.9","1",""
"57912","331156","Total gram weight","","N","99","1",""
"57913","331156","Edible portion","","N","58.1","1",""
"57914","331156","Separable Lean","","N","58.1","1",""
"57915","331156","Handling loss","","N","1.6","1",""
"57916","331156","Skin and separable fat","","Y","9.4","1",""
"57917","331157","Bone and cartilage","","Y","17.8","1",""
"57918","331157","Total gram weight","","N","89.6","1",""
"57919","331157","Edible portion","","N","61","1",""
"57920","331157","Separable Lean","","N","61","1",""
"57921","331157","Handling loss","","N","0.8","1",""
"57922","331157","Skin and separable fat","","Y","10","1",""
"57923","331158","Bone and cartilage","","Y","41.7","1",""
"57924","331158","Total gram weight","","N","116","1",""
"57925","331158","Separable Lean","","N","62.4","1",""
"57926","331158","Handling loss","","N","1.9","1",""
"57927","331158","Edible portion","","N","62.4","1",""
"57928","331158","Skin and separable fat","","Y","9.8","1",""
"57929","331159","Bone and cartilage","","Y","23","1",""
"57930","331159","Total gram weight","","N","83.1","1",""
"57931","331159","Separable Lean","","N","51.9","1",""
"57932","331159","Handling loss","","N","1","1",""
"57933","331159","Edible portion","","N","51.9","1",""
"57934","331159","Skin and separable fat","","Y","7.2","1",""
"57935","331181","Edible portion","","N","101","1",""
"57936","331181","Handling loss","","N","5.2","1",""
"57937","331181","Skin and separable fat","","Y","46.7","1",""
"57938","331181","Bone and cartilage","","Y","21.2","1",""
"57939","331181","Total gram weight","","N","174","1",""
"57940","331181","Separable Lean","","N","101","1",""
"57941","331182","Handling loss","","N","6.6","1",""
"57942","331182","Skin and separable fat","","Y","46.3","1",""
"57943","331182","Bone and cartilage","","Y","37","1",""
"57944","331182","Edible portion","","N","171","1",""
"57945","331182","Total gram weight","","N","261","1",""
"57946","331182","Separable Lean","","N","171","1",""
"57947","331183","Handling loss","","N","4","1",""
"57948","331183","Skin and separable fat","","Y","54","1",""
"57949","331183","Bone and cartilage","","Y","36.1","1",""
"57950","331183","Edible portion","","N","140","1",""
"57951","331183","Total gram weight","","N","234","1",""
"57952","331183","Separable Lean","","N","140","1",""
"57953","331184","Handling loss","","N","5.9","1",""
"57954","331184","Skin and separable fat","","Y","47.6","1",""
"57955","331184","Bone and cartilage","","Y","32.8","1",""
"57956","331184","Edible portion","","N","130","1",""
"57957","331184","Total gram weight","","N","216","1",""
"57958","331184","Separable Lean","","N","130","1",""
"57959","331185","Handling loss","","N","3.5","1",""
"57960","331185","Skin and separable fat","","Y","50.9","1",""
"57961","331185","Bone and cartilage","","Y","22.9","1",""
"57962","331185","Edible portion","","N","94.6","1",""
"57963","331185","Total gram weight","","N","172","1",""
"57964","331185","Separable Lean","","N","94.6","1",""
"57965","331186","Handling loss","","N","5.6","1",""
"57966","331186","Skin and separable fat","","Y","66.1","1",""
"57967","331186","Bone and cartilage","","Y","30.6","1",""
"57968","331186","Edible portion","","N","109","1",""
"57969","331186","Total gram weight","","N","211","1",""
"57970","331186","Separable Lean","","N","109","1",""
"57971","331187","Handling loss","","N","7.3","1",""
"57972","331187","Skin and separable fat","","Y","38.3","1",""
"57973","331187","Bone and cartilage","","Y","36.5","1",""
"57974","331187","Edible portion","","N","101","1",""
"57975","331187","Total gram weight","","N","183","1",""
"57976","331187","Separable Lean","","N","101","1",""
"57977","331188","Edible portion","","N","89.3","1",""
"57978","331188","Handling loss","","N","7","1",""
"57979","331188","Skin and separable fat","","Y","39.7","1",""
"57980","331188","Bone and cartilage","","Y","23.4","1",""
"57981","331188","Total gram weight","","N","159","1",""
"57982","331188","Separable Lean","","N","89.3","1",""
"57983","331189","Edible portion","","N","98.3","1",""
"57984","331189","Handling loss","","N","6","1",""
"57985","331189","Skin and separable fat","","Y","37.3","1",""
"57986","331189","Bone and cartilage","","Y","29.8","1",""
"57987","331189","Total gram weight","","N","171","1",""
"57988","331189","Separable Lean","","N","98.3","1",""
"57989","331190","Edible portion","","N","81.1","1",""
"57990","331190","Handling loss","","N","3.1","1",""
"57991","331190","Skin and separable fat","","Y","46.2","1",""
"57992","331190","Bone and cartilage","","Y","24","1",""
"57993","331190","Total gram weight","","N","154","1",""
"57994","331190","Separable Lean","","N","81.1","1",""
"57995","331191","Edible portion","","N","138","1",""
"57996","331191","Handling loss","","N","6.7","1",""
"57997","331191","Skin and separable fat","","Y","44.6","1",""
"57998","331191","Bone and cartilage","","Y","24.1","1",""
"57999","331191","Total gram weight","","N","214","1",""
"58000","331191","Separable Lean","","N","138","1",""
"58001","331192","Edible portion","","N","112","1",""
"58002","331192","Handling loss","","N","8.1","1",""
"58003","331192","Skin and separable fat","","Y","62.9","1",""
"58004","331192","Bone and cartilage","","Y","35.3","1",""
"58005","331192","Total gram weight","","N","219","1",""
"58006","331192","Separable Lean","","N","112","1",""
"58007","331193","Edible portion","","N","105","1",""
"58008","331193","Handling loss","","N","1","1",""
"58009","331193","Skin and separable fat","","Y","45.6","1",""
"58010","331193","Bone and cartilage","","Y","25.5","1",""
"58011","331193","Total gram weight","","N","177","1",""
"58012","331193","Separable Lean","","N","105","1",""
"58013","331194","Handling loss","","N","5.6","1",""
"58014","331194","Skin and separable fat","","Y","50.4","1",""
"58015","331194","Bone and cartilage","","Y","30.9","1",""
"58016","331194","Edible portion","","N","108","1",""
"58017","331194","Total gram weight","","N","194","1",""
"58018","331194","Separable Lean","","N","108","1",""
"58019","331195","Handling loss","","N","6.5","1",""
"58020","331195","Skin and separable fat","","Y","45.1","1",""
"58021","331195","Bone and cartilage","","Y","29.1","1",""
"58022","331195","Edible portion","","N","106","1",""
"58023","331195","Total gram weight","","N","186","1",""
"58024","331195","Separable Lean","","N","106","1",""
"58025","331196","Edible portion","","N","127","1",""
"58026","331196","Handling loss","","N","5.7","1",""
"58027","331196","Skin and separable fat","","Y","41.2","1",""
"58028","331196","Bone and cartilage","","Y","38.2","1",""
"58029","331196","Total gram weight","","N","212","1",""
"58030","331196","Separable Lean","","N","127","1",""
"58031","331197","Handling loss","","N","4.5","1",""
"58032","331197","Skin and separable fat","","Y","58","1",""
"58033","331197","Bone and cartilage","","Y","36.6","1",""
"58034","331197","Edible portion","","N","114","1",""
"58035","331197","Total gram weight","","N","213","1",""
"58036","331197","Separable Lean","","N","114","1",""
"58037","331198","Edible portion","","N","91.3","1",""
"58038","331198","Handling loss","","N","4.9","1",""
"58039","331198","Skin and separable fat","","Y","35","1",""
"58040","331198","Bone and cartilage","","Y","21.1","1",""
"58041","331198","Total gram weight","","N","152","1",""
"58042","331198","Separable Lean","","N","91.3","1",""
"58043","331199","Edible portion","","N","140","1",""
"58044","331199","Handling loss","","N","7.3","1",""
"58045","331199","Skin and separable fat","","Y","58.5","1",""
"58046","331199","Bone and cartilage","","Y","30.5","1",""
"58047","331199","Total gram weight","","N","236","1",""
"58048","331199","Separable Lean","","N","140","1",""
"58049","331200","Edible portion","","N","99.1","1",""
"58050","331200","Handling loss","","N","6.8","1",""
"58051","331200","Skin and separable fat","","Y","38.8","1",""
"58052","331200","Bone and cartilage","","Y","29.3","1",""
"58053","331200","Total gram weight","","N","174","1",""
"58054","331200","Separable Lean","","N","99.1","1",""
"58055","331201","Edible portion","","N","92","1",""
"58056","331201","Handling loss","","N","0.7","1",""
"58057","331201","Skin and separable fat","","Y","40.1","1",""
"58058","331201","Bone and cartilage","","Y","26.3","1",""
"58059","331201","Total gram weight","","N","159","1",""
"58060","331201","Separable Lean","","N","92","1",""
"58061","331202","Edible portion","","N","134","1",""
"58062","331202","Handling loss","","N","6.5","1",""
"58063","331202","Skin and separable fat","","Y","48.4","1",""
"58064","331202","Bone and cartilage","","Y","21.2","1",""
"58065","331202","Total gram weight","","N","210","1",""
"58066","331202","Separable Lean","","N","134","1",""
"58067","331203","Edible portion","","N","87.8","1",""
"58068","331203","Handling loss","","N","3.9","1",""
"58069","331203","Skin and separable fat","","Y","36.3","1",""
"58070","331203","Bone and cartilage","","Y","17.9","1",""
"58071","331203","Total gram weight","","N","146","1",""
"58072","331203","Separable Lean","","N","87.8","1",""
"58073","331204","Edible portion","","N","87.9","1",""
"58074","331204","Handling loss","","N","5.2","1",""
"58075","331204","Skin and separable fat","","Y","41.4","1",""
"58076","331204","Bone and cartilage","","Y","28","1",""
"58077","331204","Total gram weight","","N","162","1",""
"58078","331204","Separable Lean","","N","87.9","1",""
"58079","331205","Handling loss","","N","7.1","1",""
"58080","331205","Skin and separable fat","","Y","48.3","1",""
"58081","331205","Bone and cartilage","","Y","32.6","1",""
"58082","331205","Edible portion","","N","133","1",""
"58083","331205","Total gram weight","","N","221","1",""
"58084","331205","Separable Lean","","N","133","1",""
"58085","331206","Edible portion","","N","80.5","1",""
"58086","331206","Handling loss","","N","0.9","1",""
"58087","331206","Skin and separable fat","","Y","36.4","1",""
"58088","331206","Bone and cartilage","","Y","25.3","1",""
"58089","331206","Total gram weight","","N","143","1",""
"58090","331206","Separable Lean","","N","80.5","1",""
"58091","331207","Handling loss","","N","5.5","1",""
"58092","331207","Skin and separable fat","","Y","39.3","1",""
"58093","331207","Bone and cartilage","","Y","23","1",""
"58094","331207","Edible portion","","N","84.2","1",""
"58095","331207","Total gram weight","","N","152","1",""
"58096","331207","Separable Lean","","N","84.2","1",""
"58097","331208","Handling loss","","N","6.1","1",""
"58098","331208","Skin and separable fat","","Y","46.3","1",""
"58099","331208","Bone and cartilage","","Y","24.9","1",""
"58100","331208","Edible portion","","N","83.7","1",""
"58101","331208","Total gram weight","","N","161","1",""
"58102","331208","Separable Lean","","N","83.7","1",""
"58103","331209","Handling loss","","N","5.9","1",""
"58104","331209","Skin and separable fat","","Y","41.8","1",""
"58105","331209","Bone and cartilage","","Y","23.2","1",""
"58106","331209","Edible portion","","N","89.4","1",""
"58107","331209","Total gram weight","","N","160","1",""
"58108","331209","Separable Lean","","N","89.4","1",""
"58109","331210","Edible portion","","N","85.1","1",""
"58110","331210","Handling loss","","N","4.9","1",""
"58111","331210","Skin and separable fat","","Y","31.8","1",""
"58112","331210","Bone and cartilage","","Y","21.6","1",""
"58113","331210","Total gram weight","","N","143","1",""
"58114","331210","Separable Lean","","N","85.1","1",""
"58115","331211","Edible portion","","N","108","1",""
"58116","331211","Handling loss","","N","1.4","1",""
"58117","331211","Skin and separable fat","","Y","49.2","1",""
"58118","331211","Bone and cartilage","","Y","35.8","1",""
"58119","331211","Total gram weight","","N","195","1",""
"58120","331211","Separable Lean","","N","108","1",""
"58121","331212","Edible portion","","N","111","1",""
"58122","331212","Handling loss","","N","9.9","1",""
"58123","331212","Skin and separable fat","","Y","47.3","1",""
"58124","331212","Bone and cartilage","","Y","22.1","1",""
"58125","331212","Total gram weight","","N","190","1",""
"58126","331212","Separable Lean","","N","111","1",""
"58127","331213","Edible portion","","N","78.1","1",""
"58128","331213","Handling loss","","N","10.9","1",""
"58129","331213","Skin and separable fat","","Y","48","1",""
"58130","331213","Bone and cartilage","","Y","24.1","1",""
"58131","331213","Total gram weight","","N","161","1",""
"58132","331213","Separable Lean","","N","78.1","1",""
"58133","331214","Edible portion","","N","83.1","1",""
"58134","331214","Handling loss","","N","6.1","1",""
"58135","331214","Skin and separable fat","","Y","68.1","1",""
