"id","fdc_id","name","pct_weight","is_refuse","gram_weight","data_points","min_year_acquired"
"58136","331214","Bone and cartilage","","Y","19.2","1",""
"58137","331214","Total gram weight","","N","176","1",""
"58138","331214","Separable Lean","","N","83.1","1",""
"58139","331215","Edible portion","","N","114","1",""
"58140","331215","Handling loss","","N","2.4","1",""
"58141","331215","Skin and separable fat","","Y","42.1","1",""
"58142","331215","Bone and cartilage","","Y","25.8","1",""
"58143","331215","Total gram weight","","N","184","1",""
"58144","331215","Separable Lean","","N","114","1",""
"58145","331216","Handling loss","","N","7.2","1",""
"58146","331216","Skin and separable fat","","Y","64.7","1",""
"58147","331216","Bone and cartilage","","Y","41.8","1",""
"58148","331216","Edible portion","","N","142","1",""
"58149","331216","Total gram weight","","N","255","1",""
"58150","331216","Separable Lean","","N","142","1",""
"58151","331217","Handling loss","","N","3.3","1",""
"58152","331217","Skin and separable fat","","Y","36.9","1",""
"58153","331217","Bone and cartilage","","Y","28.7","1",""
"58154","331217","Edible portion","","N","114","1",""
"58155","331217","Total gram weight","","N","182","1",""
"58156","331217","Separable Lean","","N","114","1",""
"58157","331218","Edible portion","","N","83.1","1",""
"58158","331218","Handling loss","","N","1.7","1",""
"58159","331218","Skin and separable fat","","Y","39.1","1",""
"58160","331218","Bone and cartilage","","Y","33.3","1",""
"58161","331218","Total gram weight","","N","157","1",""
"58162","331218","Separable Lean","","N","83.1","1",""
"58163","331219","Handling loss","","N","7.3","1",""
"58164","331219","Skin and separable fat","","Y","62.8","1",""
"58165","331219","Bone and cartilage","","Y","22.3","1",""
"58166","331219","Edible portion","","N","95","1",""
"58167","331219","Total gram weight","","N","187","1",""
"58168","331219","Separable Lean","","N","95","1",""
"58169","331220","Handling loss","","N","6.3","1",""
"58170","331220","Skin and separable fat","","Y","47.4","1",""
"58171","331220","Bone and cartilage","","Y","38.3","1",""
"58172","331220","Edible portion","","N","117","1",""
"58173","331220","Total gram weight","","N","209","1",""
"58174","331220","Separable Lean","","N","117","1",""
"58175","331221","Handling loss","","N","3.5","1",""
"58176","331221","Skin and separable fat","","Y","66.5","1",""
"58177","331221","Bone and cartilage","","Y","30.6","1",""
"58178","331221","Edible portion","","N","87.6","1",""
"58179","331221","Total gram weight","","N","188","1",""
"58180","331221","Separable Lean","","N","87.6","1",""
"58181","331222","Edible portion","","N","106","1",""
"58182","331222","Handling loss","","N","6.4","1",""
"58183","331222","Skin and separable fat","","Y","85.5","1",""
"58184","331222","Bone and cartilage","","Y","30","1",""
"58185","331222","Total gram weight","","N","227","1",""
"58186","331222","Separable Lean","","N","106","1",""
"58187","331223","Edible portion","","N","90.9","1",""
"58188","331223","Handling loss","","N","12.1","1",""
"58189","331223","Skin and separable fat","","Y","38.8","1",""
"58190","331223","Bone and cartilage","","Y","23.9","1",""
"58191","331223","Total gram weight","","N","166","1",""
"58192","331223","Separable Lean","","N","90.9","1",""
"58193","331224","Edible portion","","N","130","1",""
"58194","331224","Handling loss","","N","3.6","1",""
"58195","331224","Skin and separable fat","","Y","67","1",""
"58196","331224","Bone and cartilage","","Y","37.8","1",""
"58197","331224","Total gram weight","","N","239","1",""
"58198","331224","Separable Lean","","N","130","1",""
"58199","331225","Edible portion","","N","117","1",""
"58200","331225","Handling loss","","N","8","1",""
"58201","331225","Skin and separable fat","","Y","39.7","1",""
"58202","331225","Bone and cartilage","","Y","42.6","1",""
"58203","331225","Total gram weight","","N","207","1",""
"58204","331225","Separable Lean","","N","117","1",""
"58205","331249","Skin and separable fat","","Y","36.7","1",""
"58206","331249","Total gram weight","","N","171","1",""
"58207","331249","Edible portion","","N","108","1",""
"58208","331249","Bone and cartilage","","Y","25.2","1",""
"58209","331249","Handling loss","","N","0.8","1",""
"58210","331249","Separable Lean","","N","108","1",""
"58211","331250","Skin and separable fat","","Y","14.3","1",""
"58212","331250","Total gram weight","","N","114","1",""
"58213","331250","Edible portion","","N","73.5","1",""
"58214","331250","Bone and cartilage","","Y","23.2","1",""
"58215","331250","Handling loss","","N","2.9","1",""
"58216","331250","Separable Lean","","N","73.5","1",""
"58217","331251","Skin and separable fat","","Y","26.6","1",""
"58218","331251","Total gram weight","","N","186","1",""
"58219","331251","Edible portion","","N","117","1",""
"58220","331251","Bone and cartilage","","Y","37.2","1",""
"58221","331251","Handling loss","","N","5.8","1",""
"58222","331251","Separable Lean","","N","117","1",""
"58223","331252","Skin and separable fat","","Y","12.9","1",""
"58224","331252","Total gram weight","","N","108","1",""
"58225","331252","Edible portion","","N","77.7","1",""
"58226","331252","Bone and cartilage","","Y","16.3","1",""
"58227","331252","Handling loss","","N","1.2","1",""
"58228","331252","Separable Lean","","N","77.7","1",""
"58229","331253","Skin and separable fat","","Y","14.1","1",""
"58230","331253","Total gram weight","","N","114","1",""
"58231","331253","Edible portion","","N","75.7","1",""
"58232","331253","Bone and cartilage","","Y","13.7","1",""
"58233","331253","Handling loss","","N","10.5","1",""
"58234","331253","Separable Lean","","N","75.7","1",""
"58235","331254","Skin and separable fat","","Y","21.6","1",""
"58236","331254","Total gram weight","","N","138","1",""
"58237","331254","Edible portion","","N","91.2","1",""
"58238","331254","Bone and cartilage","","Y","23.9","1",""
"58239","331254","Handling loss","","N","1.1","1",""
"58240","331254","Separable Lean","","N","91.2","1",""
"58241","331255","Skin and separable fat","","Y","23","1",""
"58242","331255","Total gram weight","","N","162","1",""
"58243","331255","Edible portion","","N","94","1",""
"58244","331255","Bone and cartilage","","Y","41.8","1",""
"58245","331255","Handling loss","","N","2.7","1",""
"58246","331255","Separable Lean","","N","94","1",""
"58247","331256","Skin and separable fat","","Y","17.5","1",""
"58248","331256","Total gram weight","","N","105","1",""
"58249","331256","Edible portion","","N","73.3","1",""
"58250","331256","Bone and cartilage","","Y","12.5","1",""
"58251","331256","Handling loss","","N","1.7","1",""
"58252","331256","Separable Lean","","N","73.3","1",""
"58253","331257","Skin and separable fat","","Y","24.2","1",""
"58254","331257","Total gram weight","","N","128","1",""
"58255","331257","Edible portion","","N","85.4","1",""
"58256","331257","Bone and cartilage","","Y","17.2","1",""
"58257","331257","Handling loss","","N","1.1","1",""
"58258","331257","Separable Lean","","N","85.4","1",""
"58259","331258","Skin and separable fat","","Y","15","1",""
"58260","331258","Total gram weight","","N","93.3","1",""
"58261","331258","Edible portion","","N","64","1",""
"58262","331258","Bone and cartilage","","Y","13.2","1",""
"58263","331258","Handling loss","","N","1.1","1",""
"58264","331258","Separable Lean","","N","64","1",""
"58265","331259","Skin and separable fat","","Y","14.5","1",""
"58266","331259","Total gram weight","","N","126","1",""
"58267","331259","Edible portion","","N","84.9","1",""
"58268","331259","Bone and cartilage","","Y","21.7","1",""
"58269","331259","Handling loss","","N","4.9","1",""
"58270","331259","Separable Lean","","N","84.9","1",""
"58271","331260","Skin and separable fat","","Y","30.2","1",""
"58272","331260","Total gram weight","","N","136","1",""
"58273","331260","Edible portion","","N","85.5","1",""
"58274","331260","Bone and cartilage","","Y","18","1",""
"58275","331260","Handling loss","","N","2.6","1",""
"58276","331260","Separable Lean","","N","85.5","1",""
"58277","331261","Skin and separable fat","","Y","15","1",""
"58278","331261","Total gram weight","","N","122","1",""
"58279","331261","Edible portion","","N","81.4","1",""
"58280","331261","Bone and cartilage","","Y","23.4","1",""
"58281","331261","Handling loss","","N","2.5","1",""
"58282","331261","Separable Lean","","N","81.4","1",""
"58283","331262","Skin and separable fat","","Y","16.6","1",""
"58284","331262","Total gram weight","","N","136","1",""
"58285","331262","Edible portion","","N","91.7","1",""
"58286","331262","Bone and cartilage","","Y","25.2","1",""
"58287","331262","Handling loss","","N","2","1",""
"58288","331262","Separable Lean","","N","91.7","1",""
"58289","331263","Skin and separable fat","","Y","17.4","1",""
"58290","331263","Total gram weight","","N","105","1",""
"58291","331263","Edible portion","","N","67.2","1",""
"58292","331263","Bone and cartilage","","Y","18.7","1",""
"58293","331263","Handling loss","","N","1.9","1",""
"58294","331263","Separable Lean","","N","67.2","1",""
"58295","331264","Skin and separable fat","","Y","12.2","1",""
"58296","331264","Total gram weight","","N","106","1",""
"58297","331264","Edible portion","","N","68.4","1",""
"58298","331264","Bone and cartilage","","Y","23.1","1",""
"58299","331264","Handling loss","","N","2.6","1",""
"58300","331264","Separable Lean","","N","68.4","1",""
"58301","331265","Skin and separable fat","","Y","20.8","1",""
"58302","331265","Total gram weight","","N","180","1",""
"58303","331265","Edible portion","","N","130","1",""
"58304","331265","Bone and cartilage","","Y","26.6","1",""
"58305","331265","Handling loss","","N","2.2","1",""
"58306","331265","Separable Lean","","N","130","1",""
"58307","331266","Skin and separable fat","","Y","21.4","1",""
"58308","331266","Total gram weight","","N","150","1",""
"58309","331266","Edible portion","","N","104","1",""
"58310","331266","Bone and cartilage","","Y","23","1",""
"58311","331266","Handling loss","","N","1.1","1",""
"58312","331266","Separable Lean","","N","104","1",""
"58313","331267","Skin and separable fat","","Y","14.7","1",""
"58314","331267","Total gram weight","","N","79.4","1",""
"58315","331267","Edible portion","","N","54.1","1",""
"58316","331267","Bone and cartilage","","Y","9.7","1",""
"58317","331267","Handling loss","","N","0.9","1",""
"58318","331267","Separable Lean","","N","54.1","1",""
"58319","331268","Skin and separable fat","","Y","24.7","1",""
"58320","331268","Total gram weight","","N","119","1",""
"58321","331268","Edible portion","","N","71.4","1",""
"58322","331268","Bone and cartilage","","Y","20.8","1",""
"58323","331268","Handling loss","","N","2.5","1",""
"58324","331268","Separable Lean","","N","71.4","1",""
"58325","331269","Skin and separable fat","","Y","12.2","1",""
"58326","331269","Total gram weight","","N","102","1",""
"58327","331269","Edible portion","","N","64.4","1",""
"58328","331269","Bone and cartilage","","Y","24.1","1",""
"58329","331269","Handling loss","","N","1.6","1",""
"58330","331269","Separable Lean","","N","64.4","1",""
"58331","331270","Skin and separable fat","","Y","13.8","1",""
"58332","331270","Total gram weight","","N","98.7","1",""
"58333","331270","Edible portion","","N","68.5","1",""
"58334","331270","Bone and cartilage","","Y","14.3","1",""
"58335","331270","Handling loss","","N","2.1","1",""
"58336","331270","Separable Lean","","N","68.5","1",""
"58337","331271","Skin and separable fat","","Y","27.5","1",""
"58338","331271","Total gram weight","","N","136","1",""
"58339","331271","Edible portion","","N","86.5","1",""
"58340","331271","Bone and cartilage","","Y","19.9","1",""
"58341","331271","Handling loss","","N","2.4","1",""
"58342","331271","Separable Lean","","N","86.5","1",""
"58343","331272","Skin and separable fat","","Y","20.8","1",""
"58344","331272","Total gram weight","","N","147","1",""
"58345","331272","Edible portion","","N","106","1",""
"58346","331272","Bone and cartilage","","Y","18.9","1",""
"58347","331272","Handling loss","","N","2","1",""
"58348","331272","Separable Lean","","N","106","1",""
"58349","331273","Skin and separable fat","","Y","23.8","1",""
"58350","331273","Total gram weight","","N","133","1",""
"58351","331273","Edible portion","","N","84.6","1",""
"58352","331273","Bone and cartilage","","Y","22.9","1",""
"58353","331273","Handling loss","","N","1.5","1",""
"58354","331273","Separable Lean","","N","84.6","1",""
"58355","331274","Skin and separable fat","","Y","32.9","1",""
"58356","331274","Total gram weight","","N","188","1",""
"58357","331274","Edible portion","","N","125","1",""
"58358","331274","Bone and cartilage","","Y","27","1",""
"58359","331274","Handling loss","","N","2.8","1",""
"58360","331274","Separable Lean","","N","125","1",""
"58361","331275","Skin and separable fat","","Y","16.2","1",""
"58362","331275","Total gram weight","","N","163","1",""
"58363","331275","Edible portion","","N","119","1",""
"58364","331275","Bone and cartilage","","Y","24.3","1",""
"58365","331275","Handling loss","","N","2.8","1",""
"58366","331275","Separable Lean","","N","119","1",""
"58367","331276","Skin and separable fat","","Y","16.6","1",""
"58368","331276","Total gram weight","","N","116","1",""
"58369","331276","Edible portion","","N","81.2","1",""
"58370","331276","Bone and cartilage","","Y","16.2","1",""
"58371","331276","Handling loss","","N","1.7","1",""
"58372","331276","Separable Lean","","N","81.2","1",""
"58373","331277","Skin and separable fat","","Y","12.7","1",""
"58374","331277","Total gram weight","","N","116","1",""
"58375","331277","Edible portion","","N","63.8","1",""
"58376","331277","Bone and cartilage","","Y","36.4","1",""
"58377","331277","Handling loss","","N","3.2","1",""
"58378","331277","Separable Lean","","N","63.8","1",""
"58379","331278","Skin and separable fat","","Y","12.5","1",""
"58380","331278","Total gram weight","","N","125","1",""
"58381","331278","Edible portion","","N","89.5","1",""
"58382","331278","Bone and cartilage","","Y","21.4","1",""
"58383","331278","Handling loss","","N","1.2","1",""
"58384","331278","Separable Lean","","N","89.5","1",""
"58385","331279","Skin and separable fat","","Y","30.7","1",""
"58386","331279","Total gram weight","","N","150","1",""
"58387","331279","Edible portion","","N","99.8","1",""
"58388","331279","Bone and cartilage","","Y","18.4","1",""
"58389","331279","Handling loss","","N","1.3","1",""
"58390","331279","Separable Lean","","N","99.8","1",""
"58391","331280","Skin and separable fat","","Y","17.6","1",""
"58392","331280","Total gram weight","","N","142","1",""
"58393","331280","Edible portion","","N","95.5","1",""
"58394","331280","Bone and cartilage","","Y","26.7","1",""
"58395","331280","Handling loss","","N","2.3","1",""
"58396","331280","Separable Lean","","N","95.5","1",""
"58397","331281","Skin and separable fat","","Y","20.4","1",""
"58398","331281","Total gram weight","","N","131","1",""
"58399","331281","Edible portion","","N","76.4","1",""
"58400","331281","Bone and cartilage","","Y","29.8","1",""
"58401","331281","Handling loss","","N","4","1",""
"58402","331281","Separable Lean","","N","76.4","1",""
"58403","331282","Skin and separable fat","","Y","15.1","1",""
"58404","331282","Total gram weight","","N","122","1",""
"58405","331282","Edible portion","","N","80.4","1",""
"58406","331282","Bone and cartilage","","Y","23.5","1",""
"58407","331282","Handling loss","","N","3.2","1",""
"58408","331282","Separable Lean","","N","80.4","1",""
"58409","331283","Skin and separable fat","","Y","17.4","1",""
"58410","331283","Total gram weight","","N","140","1",""
"58411","331283","Edible portion","","N","97.8","1",""
"58412","331283","Bone and cartilage","","Y","22","1",""
"58413","331283","Handling loss","","N","2.8","1",""
"58414","331283","Separable Lean","","N","97.8","1",""
"58415","331284","Skin and separable fat","","Y","19.2","1",""
"58416","331284","Total gram weight","","N","119","1",""
"58417","331284","Edible portion","","N","72","1",""
"58418","331284","Bone and cartilage","","Y","25.2","1",""
"58419","331284","Handling loss","","N","2.7","1",""
"58420","331284","Separable Lean","","N","72","1",""
"58421","331285","Skin and separable fat","","Y","17.3","1",""
"58422","331285","Total gram weight","","N","156","1",""
"58423","331285","Edible portion","","N","111","1",""
"58424","331285","Bone and cartilage","","Y","26","1",""
"58425","331285","Handling loss","","N","1.4","1",""
"58426","331285","Separable Lean","","N","111","1",""
"58427","331286","Skin and separable fat","","Y","37.1","1",""
"58428","331286","Total gram weight","","N","190","1",""
"58429","331286","Edible portion","","N","126","1",""
"58430","331286","Bone and cartilage","","Y","25.7","1",""
"58431","331286","Handling loss","","N","1.9","1",""
"58432","331286","Separable Lean","","N","126","1",""
"58433","331287","Skin and separable fat","","Y","21.3","1",""
"58434","331287","Total gram weight","","N","156","1",""
"58435","331287","Edible portion","","N","107","1",""
"58436","331287","Bone and cartilage","","Y","25.8","1",""
"58437","331287","Handling loss","","N","2.2","1",""
"58438","331287","Separable Lean","","N","107","1",""
"58439","331288","Skin and separable fat","","Y","12.4","1",""
"58440","331288","Total gram weight","","N","113","1",""
"58441","331288","Edible portion","","N","80.2","1",""
"58442","331288","Bone and cartilage","","Y","19.6","1",""
"58443","331288","Handling loss","","N","0.7","1",""
"58444","331288","Separable Lean","","N","80.2","1",""
"58445","331289","Skin and separable fat","","Y","34.4","1",""
"58446","331289","Total gram weight","","N","180","1",""
"58447","331289","Edible portion","","N","113","1",""
"58448","331289","Bone and cartilage","","Y","31.2","1",""
"58449","331289","Handling loss","","N","1.7","1",""
"58450","331289","Separable Lean","","N","113","1",""
"58451","331290","Skin and separable fat","","Y","16","1",""
"58452","331290","Total gram weight","","N","117","1",""
"58453","331290","Edible portion","","N","82.9","1",""
"58454","331290","Bone and cartilage","","Y","17.5","1",""
"58455","331290","Handling loss","","N","0.5","1",""
"58456","331290","Separable Lean","","N","82.9","1",""
"58457","331291","Skin and separable fat","","Y","20.2","1",""
"58458","331291","Total gram weight","","N","138","1",""
"58459","331291","Edible portion","","N","90.7","1",""
"58460","331291","Bone and cartilage","","Y","25.6","1",""
"58461","331291","Handling loss","","N","1.7","1",""
"58462","331291","Separable Lean","","N","90.7","1",""
"58463","331292","Skin and separable fat","","Y","22.3","1",""
"58464","331292","Total gram weight","","N","178","1",""
"58465","331292","Edible portion","","N","122","1",""
"58466","331292","Bone and cartilage","","Y","30.2","1",""
"58467","331292","Handling loss","","N","3.1","1",""
"58468","331292","Separable Lean","","N","122","1",""
"58469","331293","Skin and separable fat","","Y","18.9","1",""
"58470","331293","Total gram weight","","N","124","1",""
"58471","331293","Edible portion","","N","85.7","1",""
"58472","331293","Bone and cartilage","","Y","18.2","1",""
"58473","331293","Handling loss","","N","1.6","1",""
"58474","331293","Separable Lean","","N","85.7","1",""
"58475","331313","Skin and separable fat","","Y","17.5","1",""
"58476","331313","Total gram weight","","N","120","1",""
"58477","331313","Edible portion","","N","85.8","1",""
"58478","331313","Bone and cartilage","","Y","16.2","1",""
"58479","331313","Handling loss","","N","0.4","1",""
"58480","331313","Separable Lean","","N","85.8","1",""
"58481","331314","Skin and separable fat","","Y","19.7","1",""
"58482","331314","Total gram weight","","N","135","1",""
"58483","331314","Edible portion","","N","92","1",""
"58484","331314","Bone and cartilage","","Y","22.4","1",""
"58485","331314","Separable Lean","","N","92","1",""
"58486","331314","Handling loss","","N","1.2","1",""
"58487","331315","Skin and separable fat","","Y","24.3","1",""
"58488","331315","Total gram weight","","N","151","1",""
"58489","331315","Edible portion","","N","93.7","1",""
"58490","331315","Bone and cartilage","","Y","28.4","1",""
"58491","331315","Separable Lean","","N","93.7","1",""
"58492","331315","Handling loss","","N","4.8","1",""
"58493","331316","Skin and separable fat","","Y","20.8","1",""
"58494","331316","Total gram weight","","N","104","1",""
"58495","331316","Edible portion","","N","62.1","1",""
"58496","331316","Bone and cartilage","","Y","19.2","1",""
"58497","331316","Separable Lean","","N","62.1","1",""
"58498","331316","Handling loss","","N","1.4","1",""
"58499","331317","Skin and separable fat","","Y","27.3","1",""
"58500","331317","Total gram weight","","N","137","1",""
"58501","331317","Edible portion","","N","88.1","1",""
"58502","331317","Bone and cartilage","","Y","20.2","1",""
"58503","331317","Separable Lean","","N","88.1","1",""
"58504","331317","Handling loss","","N","1.1","1",""
"58505","331318","Skin and separable fat","","Y","31.4","1",""
"58506","331318","Total gram weight","","N","148","1",""
"58507","331318","Edible portion","","N","81.8","1",""
"58508","331318","Bone and cartilage","","Y","32.8","1",""
"58509","331318","Separable Lean","","N","81.8","1",""
"58510","331318","Handling loss","","N","2.5","1",""
"58511","331319","Skin and separable fat","","Y","17.3","1",""
"58512","331319","Total gram weight","","N","149","1",""
"58513","331319","Edible portion","","N","105","1",""
"58514","331319","Bone and cartilage","","Y","25.7","1",""
"58515","331319","Separable Lean","","N","105","1",""
"58516","331319","Handling loss","","N","1.3","1",""
"58517","331320","Skin and separable fat","","Y","23.6","1",""
"58518","331320","Total gram weight","","N","150","1",""
"58519","331320","Edible portion","","N","101","1",""
"58520","331320","Bone and cartilage","","Y","23.3","1",""
"58521","331320","Separable Lean","","N","101","1",""
"58522","331320","Handling loss","","N","1.6","1",""
"58523","331321","Skin and separable fat","","Y","30","1",""
"58524","331321","Total gram weight","","N","151","1",""
"58525","331321","Edible portion","","N","97.1","1",""
"58526","331321","Bone and cartilage","","Y","23","1",""
"58527","331321","Separable Lean","","N","97.1","1",""
"58528","331321","Handling loss","","N","0.8","1",""
"58529","331322","Skin and separable fat","","Y","21","1",""
"58530","331322","Total gram weight","","N","109","1",""
"58531","331322","Edible portion","","N","67.8","1",""
"58532","331322","Bone and cartilage","","Y","17.1","1",""
"58533","331322","Separable Lean","","N","67.8","1",""
"58534","331322","Handling loss","","N","2.8","1",""
"58535","331323","Skin and separable fat","","Y","24.8","1",""
"58536","331323","Total gram weight","","N","154","1",""
"58537","331323","Edible portion","","N","98.4","1",""
"58538","331323","Bone and cartilage","","Y","28.6","1",""
"58539","331323","Handling loss","","N","2.1","1",""
"58540","331323","Separable Lean","","N","98.4","1",""
"58541","331324","Skin and separable fat","","Y","23.6","1",""
"58542","331324","Total gram weight","","N","132","1",""
"58543","331324","Edible portion","","N","82.7","1",""
"58544","331324","Bone and cartilage","","Y","24.7","1",""
"58545","331324","Separable Lean","","N","82.7","1",""
"58546","331324","Handling loss","","N","0.6","1",""
"58547","331325","Skin and separable fat","","Y","13.6","1",""
"58548","331325","Total gram weight","","N","103","1",""
"58549","331325","Edible portion","","N","71.2","1",""
"58550","331325","Bone and cartilage","","Y","16.9","1",""
"58551","331325","Handling loss","","N","1.5","1",""
"58552","331325","Separable Lean","","N","71.2","1",""
"58553","331326","Skin and separable fat","","Y","13.7","1",""
"58554","331326","Total gram weight","","N","97","1",""
"58555","331326","Edible portion","","N","69.5","1",""
"58556","331326","Bone and cartilage","","Y","12.8","1",""
"58557","331326","Handling loss","","N","1","1",""
"58558","331326","Separable Lean","","N","69.5","1",""
"58559","331327","Skin and separable fat","","Y","24.3","1",""
"58560","331327","Total gram weight","","N","135","1",""
"58561","331327","Edible portion","","N","79.9","1",""
"58562","331327","Bone and cartilage","","Y","29","1",""
"58563","331327","Separable Lean","","N","79.9","1",""
"58564","331327","Handling loss","","N","1.7","1",""
"58565","331328","Skin and separable fat","","Y","19.9","1",""
"58566","331328","Total gram weight","","N","117","1",""
"58567","331328","Edible portion","","N","68.5","1",""
"58568","331328","Bone and cartilage","","Y","27.6","1",""
"58569","331328","Separable Lean","","N","68.5","1",""
"58570","331328","Handling loss","","N","1.4","1",""
"58571","331329","Skin and separable fat","","Y","19","1",""
"58572","331329","Total gram weight","","N","138","1",""
"58573","331329","Edible portion","","N","97.4","1",""
"58574","331329","Bone and cartilage","","Y","20.7","1",""
"58575","331329","Separable Lean","","N","97.4","1",""
"58576","331329","Handling loss","","N","1.3","1",""
"58577","331330","Skin and separable fat","","Y","24.5","1",""
"58578","331330","Total gram weight","","N","158","1",""
"58579","331330","Edible portion","","N","106","1",""
"58580","331330","Bone and cartilage","","Y","25","1",""
"58581","331330","Separable Lean","","N","106","1",""
"58582","331330","Handling loss","","N","2.1","1",""
"58583","331331","Skin and separable fat","","Y","24.2","1",""
"58584","331331","Total gram weight","","N","111","1",""
"58585","331331","Edible portion","","N","71.3","1",""
"58586","331331","Bone and cartilage","","Y","13.7","1",""
"58587","331331","Separable Lean","","N","71.3","1",""
"58588","331331","Handling loss","","N","1.7","1",""
"58589","331332","Skin and separable fat","","Y","18.2","1",""
"58590","331332","Total gram weight","","N","98.1","1",""
"58591","331332","Edible portion","","N","64.4","1",""
"58592","331332","Bone and cartilage","","Y","11.3","1",""
"58593","331332","Separable Lean","","N","64.4","1",""
"58594","331332","Handling loss","","N","4.2","1",""
"58595","331333","Skin and separable fat","","Y","23.2","1",""
"58596","331333","Total gram weight","","N","141","1",""
"58597","331333","Edible portion","","N","95.7","1",""
"58598","331333","Bone and cartilage","","Y","20.8","1",""
"58599","331333","Separable Lean","","N","95.7","1",""
"58600","331333","Handling loss","","N","1.6","1",""
"58601","331334","Skin and separable fat","","Y","37.1","1",""
"58602","331334","Total gram weight","","N","156","1",""
"58603","331334","Edible portion","","N","90.1","1",""
"58604","331334","Bone and cartilage","","Y","27.2","1",""
"58605","331334","Handling loss","","N","1.5","1",""
"58606","331334","Separable Lean","","N","90.1","1",""
"58607","331335","Skin and separable fat","","Y","15.7","1",""
"58608","331335","Total gram weight","","N","104","1",""
"58609","331335","Edible portion","","N","62.7","1",""
"58610","331335","Bone and cartilage","","Y","24.4","1",""
"58611","331335","Separable Lean","","N","62.7","1",""
"58612","331335","Handling loss","","N","1.5","1",""
"58613","331336","Skin and separable fat","","Y","16.4","1",""
"58614","331336","Total gram weight","","N","85.7","1",""
"58615","331336","Edible portion","","N","52.9","1",""
"58616","331336","Bone and cartilage","","Y","14.8","1",""
"58617","331336","Separable Lean","","N","52.9","1",""
"58618","331336","Handling loss","","N","1.6","1",""
"58619","331337","Skin and separable fat","","Y","25.2","1",""
"58620","331337","Total gram weight","","N","164","1",""
"58621","331337","Edible portion","","N","123","1",""
"58622","331337","Bone and cartilage","","Y","14","1",""
"58623","331337","Handling loss","","N","1.4","1",""
"58624","331337","Separable Lean","","N","123","1",""
"58625","331338","Skin and separable fat","","Y","24.7","1",""
"58626","331338","Total gram weight","","N","110","1",""
"58627","331338","Edible portion","","N","72.4","1",""
"58628","331338","Bone and cartilage","","Y","11.1","1",""
"58629","331338","Handling loss","","N","1.4","1",""
"58630","331338","Separable Lean","","N","72.4","1",""
"58631","331339","Skin and separable fat","","Y","17.6","1",""
"58632","331339","Total gram weight","","N","140","1",""
"58633","331339","Edible portion","","N","101","1",""
"58634","331339","Bone and cartilage","","Y","20.3","1",""
"58635","331339","Separable Lean","","N","101","1",""
"58636","331339","Handling loss","","N","1.5","1",""
"58637","331340","Skin and separable fat","","Y","25.5","1",""
"58638","331340","Total gram weight","","N","160","1",""
"58639","331340","Edible portion","","N","113","1",""
"58640","331340","Bone and cartilage","","Y","19.9","1",""
"58641","331340","Separable Lean","","N","113","1",""
"58642","331340","Handling loss","","N","1.6","1",""
"58643","331341","Skin and separable fat","","Y","22.3","1",""
"58644","331341","Total gram weight","","N","118","1",""
"58645","331341","Edible portion","","N","72.8","1",""
"58646","331341","Bone and cartilage","","Y","20","1",""
"58647","331341","Separable Lean","","N","72.8","1",""
"58648","331341","Handling loss","","N","3.2","1",""
"58649","331342","Skin and separable fat","","Y","18.4","1",""
"58650","331342","Total gram weight","","N","163","1",""
"58651","331342","Edible portion","","N","113","1",""
"58652","331342","Bone and cartilage","","Y","29.7","1",""
"58653","331342","Separable Lean","","N","113","1",""
"58654","331342","Handling loss","","N","1.7","1",""
"58655","331343","Skin and separable fat","","Y","9.8","1",""
"58656","331343","Total gram weight","","N","89.2","1",""
"58657","331343","Edible portion","","N","67.2","1",""
"58658","331343","Bone and cartilage","","Y","11.1","1",""
"58659","331343","Separable Lean","","N","67.2","1",""
"58660","331343","Handling loss","","N","1.1","1",""
"58661","331344","Skin and separable fat","","Y","22.1","1",""
"58662","331344","Total gram weight","","N","144","1",""
"58663","331344","Edible portion","","N","101","1",""
"58664","331344","Bone and cartilage","","Y","20.5","1",""
"58665","331344","Separable Lean","","N","101","1",""
"58666","331344","Handling loss","","N","0.8","1",""
"58667","331345","Skin and separable fat","","Y","24.6","1",""
"58668","331345","Total gram weight","","N","140","1",""
"58669","331345","Edible portion","","N","94.2","1",""
"58670","331345","Bone and cartilage","","Y","18.5","1",""
"58671","331345","Separable Lean","","N","94.2","1",""
"58672","331345","Handling loss","","N","2.3","1",""
"58673","331346","Skin and separable fat","","Y","22","1",""
"58674","331346","Total gram weight","","N","135","1",""
"58675","331346","Edible portion","","N","87.8","1",""
"58676","331346","Bone and cartilage","","Y","24.1","1",""
"58677","331346","Separable Lean","","N","87.8","1",""
"58678","331346","Handling loss","","N","1.3","1",""
"58679","331347","Skin and separable fat","","Y","14.2","1",""
"58680","331347","Total gram weight","","N","124","1",""
"58681","331347","Edible portion","","N","86.6","1",""
"58682","331347","Bone and cartilage","","Y","22","1",""
"58683","331347","Separable Lean","","N","86.6","1",""
"58684","331347","Handling loss","","N","1.2","1",""
"58685","331348","Skin and separable fat","","Y","12.7","1",""
"58686","331348","Total gram weight","","N","94.4","1",""
"58687","331348","Edible portion","","N","63.8","1",""
"58688","331348","Bone and cartilage","","Y","17","1",""
"58689","331348","Separable Lean","","N","63.8","1",""
"58690","331348","Handling loss","","N","0.9","1",""
"58691","331349","Skin and separable fat","","Y","16.9","1",""
"58692","331349","Total gram weight","","N","104","1",""
