"fdc_id","brand_description","expiration_date","label_weight","location","acquisition_date","sales_type","sample_lot_nbr","sell_by_date","store_city","store_name","store_state","upc_code"
"321613","","","","","2009-11-16","Retail store","","","ANDERSON","Pay Less Super Market","IN",""
"321614","","","","","2009-11-16","Retail store","","","COLLEGE POINT","Waldbaum","NY",""
"321615","","","","","2009-11-16","Retail store","","","ANDERSON","Pay Less Super Market","IN",""
"321622","OCEAN MIST","","","","2009-12-01","Retail store","PLU 4060","","CARRBORO","Food Lion","NC",""
"321623","OCEAN MIST","","","","2009-12-01","Retail store","PLU 4060","","CARRBORO","Food Lion","NC",""
"321624","","","","","2009-11-29","Retail store","","","PLEASANTON","Lucky Supermarket","CA",""
"321625","OCEAN MIST","","","","2009-12-01","Retail store","PLU 4060","","CARRBORO","Food Lion","NC",""
"321632","","","","","2009-12-02","Retail store","","","TRUSSVILLE","Food World","AL",""
"321633","","","","","2009-11-29","Retail store","","","PARADISE","Safeway","CA",""
"321634","","","","","2009-12-02","Retail store","","","TRUSSVILLE","Food World","AL",""
"321635","","","","","2009-11-29","Retail store","","","PARADISE","Safeway","CA",""
"321642","","","","","2009-11-17","Retail store","","","WATERBURY","Shop Rite","CT",""
"321643","","","","","2009-11-17","Retail store","","","WATERBURY","Shop Rite","CT",""
"321644","","","","","2009-11-18","Retail store","","","DENVER","Safeway","CO",""
"321645","","","","","2009-11-17","Retail store","","","WATERBURY","Shop Rite","CT",""
"327701","","","","","2009-11-16","Retail store","","","BELTON","Hy-Vee","MO",""
"327702","","","","","2009-11-17","Retail store","","","LAKE WORTH","Publix Super Market","FL","3338365101"
"327707","","","","","2009-12-02","Retail store","","","SAPULPA","WalMart SuperCenter","OK",""
"327708","","","","","2009-11-30","Retail store","","","PORT HURON","Kroger Store","MI",""
"327709","","","","","2009-12-02","Retail store","","","SAPULPA","WalMart SuperCenter","OK",""
"327714","","","","","2009-12-01","Retail store","","","BESSEMER","WalMart Supercenter","AL",""
"327715","","","","","2009-12-01","Retail store","","","BESSEMER","WalMart Supercenter","AL",""
"327716","","","","","2009-11-28","Retail store","","","PARADISE","Safeway","CA",""
"327721","","","","","2009-11-17","Retail store","","","ANDERSON","Pay Less Super Market","IN",""
"327722","","","","","2009-11-17","Retail store","","","ANDERSON","Pay Less Super Market","IN",""
"327723","","","","","2009-11-16","Retail store","","","COLLEGE POINT","Waldbaum","NY",""
"327724","","","","","2009-11-17","Retail store","","","ANDERSON","Pay Less Super Market","IN",""
"327729","","","","","2009-12-01","Retail store","","","CARRBORO","Food Lion","NC",""
"327730","","","","","2009-11-29","Retail store","","","PLEASANTON","Lucky Supermarket","CA",""
"327731","","","","","2009-12-01","Retail store","","","CARRBORO","Food Lion","NC",""
"327736","","","","","2009-11-17","Retail store","","","WATERBURY","Shop Rite","CT",""
"327737","","","","","2009-11-17","Retail store","","","WATERBURY","Shop Rite","CT",""
"327738","","","","","2009-11-18","Retail store","","","DENVER","Safeway","CO",""
"329718","DON FRANCISCO COTIJA","","","","2009-07-06","Retail store","","","Milford","Azteca Mexican Market","CT",""
"329719","CACIQUE COTIJA","2010-05-12","","","2009-07-05","Retail store","","","SANTA FE SPRINGS","El Super","CA","74562001102"
"329720","CACIQUE COTIJA","2010-05-12","","","2009-07-05","Retail store","","","SANTA FE SPRINGS","El Super","CA","74562001102"
"329721","DON FRANCISCO COTIJA","","","","2009-07-06","Retail store","","","Milford","Azteca Mexican Market","CT",""
"329735","LA FE COTIJA","2010-02-20","","","2009-07-05","Retail store","","","Olathe","Winn Dixie","KS","23545401095"
"329736","CACIQUE COTIJA","2010-05-06","","","2009-07-06","Retail store","","","CHINO","Superior","CA","74562001102"
"329737","CACIQUE COTIJA","2010-05-06","","","2009-07-06","Retail store","","","CHINO","Superior","CA","74562001102"
"329738","LA FE COTIJA","2010-02-20","","","2009-07-05","Retail store","","","Olathe","Winn Dixie","KS","23545401095"
"329752","EL MEXICANO","2009-10-18","","","2009-07-06","Retail store","AJEK021","","Lake Worth","Liborio Markets","FL","42743123103"
"329753","QUESOS LA RICURA LIMITED TM","","","","2009-07-08","Retail store","2","2009-08-15","Raleigh","Fiesta","NC","769087000128"
"329754","EL MEXICANO","2009-10-18","","","2009-07-06","Retail store","AJEK021","","Lake Worth","Liborio Markets","FL","42743123103"
"329755","QUESOS LA RICURA LIMITED TM","","","","2009-07-08","Retail store","2","2009-08-15","Raleigh","Fiesta","NC","769087000128"
"329769","EL MEXICANO BRAND","2009-11-28","","","2009-07-07","Retail store","","","OAKLAND","Mi Pueblo Food Center","CA","42743123103"
"329770","EL MEXICANO BRAND","2009-11-28","","","2009-07-07","Retail store","","","OAKLAND","Mi Pueblo Food Center","CA","42743123103"
"329784","LA CREMOSITA","","","","2009-07-05","Retail store","244","2009-08-30","Chico","Shoppers","CA","890237000498"
"329785","CACIQUE","2010-05-05","","","2009-07-07","Retail store","20","","Englewood","Lowes Fiesta Foods","CO","74562001102"
"329786","LA CREMOSITA","","","","2009-07-05","Retail store","244","2009-08-30","Chico","Shoppers","CA","890237000498"
"329787","CACIQUE COTIJA","2010-05-05","","","2009-07-07","Retail store","20","","Englewood","Lowes Fiesta Foods","CO","74562001102"
"329807","QUESOS LA RICURA LIMITED","","","","2009-07-04","Retail store","5","2009-09-05","Overland Park","Pioneer","KS","769087003259"
"329808","QUESOS LA RICURA LIMITED","","","","2009-07-04","Retail store","5","2009-09-05","Overland Park","Pioneer","KS","769087003259"
"329809","QUESOS LA RICURA LIMITED TM","","","","2009-07-07","Retail store","1","2009-08-29","Tulsa","Fiesta 25","OK","769087000128"
"329810","QUESOS LA RICURA LIMITED TM","","","","2009-07-07","Retail store","1","2009-08-29","Tulsa","Fiesta 25","OK","769087000128"
"330460","","","","","","","","","","","",""
"330461","","","","","","","","","","","",""
"330462","","","","","2009-02-03","Retail store","","","Birmingham","Winn Dixie","Al",""
"330463","","","","","","","","","","","",""
"330467","","","","","2009-02-01","Retail store","","","Port Huron","Kroger Store","MI",""
"330468","","","","","2009-01-30","Retail store","","","CARRBORO","Food Lion","NC",""
"330469","","","","","2009-02-02","Retail store","","","Denver","Safeway","CO",""
"330470","","","","","2009-01-30","Retail store","","","College Point","Waldbaum","NY",""
"330471","","","","","2009-02-01","Retail store","","","Lake Worth","Publix Super Market","FL",""
"330472","","","","","2009-02-02","Retail store","","","Belton","Hy-Vee","MO",""
"330473","","","","","2009-01-30","Retail store","","","Chico","Winco Foods","CA",""
"330474","","","","","2009-02-02","Retail store","","","Alexandria","Cox Super Market","IN",""
"330475","","","","","2009-01-30","Retail store","","","Pleasanton","Albertsons","CA",""
"330476","","","","","2009-02-02","Retail store","","","Waterbury","Super Stop & Shop","CT",""
"330497","","","","","","","","","","","",""
"330520","","","","","","","","","","","",""
"330521","","","","","","","","","","","",""
"330522","","","","","","","","","","","",""
"330523","","","","","","","","","","","",""
"330524","","","","","","","","","","","",""
"330547","","","","","","","","","","","",""
"330548","","","","","","","","","","","",""
"330549","","","","","","","","","","","",""
"330550","","","","","","","","","","","",""
"330551","","","","","","","","","","","",""
"330552","","","","","","","","","","","",""
"330553","","","","","","","","","","","",""
"330554","","","","","","","","","","","",""
"330555","","","","","","","","","","","",""
"330556","","","","","","","","","","","",""
"330570","","","","","","","","","","","",""
"330584","","","","","","","","","","","",""
"330585","","","","","","","","","","","",""
"330586","","","","","","","","","","","",""
"330587","","","","","","","","","","","",""
"330601","","","","","","","","","","","",""
"330602","","","","","","","","","","","",""
"330603","","","","","","","","","","","",""
"330604","","","","","","","","","","","",""
"330605","","","","","","","","","","","",""
"330606","","","","","","","","","","","",""
"330607","","","","","","","","","","","",""
"330621","","","","","","","","","","","",""
"330635","","","","","","","","","","","",""
"330636","","","","","","","","","","","",""
"330637","","","","","","","","","","","",""
"330638","","","","","","","","","","","",""
"330652","","","","","","","","","","","",""
"330653","","","","","","","","","","","",""
"330654","","","","","","","","","","","",""
"330655","","","","","","","","","","","",""
"330656","","","","","","","","","","","",""
"330657","","","","","","","","","","","",""
"330658","","","","","","","","","","","",""
"330659","","","","","","","","","","","",""
"330673","","","","","","","","","","","",""
"330687","","","","","","","","","","","",""
"330688","","","","","","","","","","","",""
"330689","","","","","","","","","","","",""
"330690","","","","","","","","","","","",""
"330691","","","","","","","","","","","",""
"330692","","","","","","","","","","","",""
"330706","","","","","","","","","","","",""
"330707","","","","","","","","","","","",""
"330708","","","","","","","","","","","",""
"330709","","","","","","","","","","","",""
"330710","","","","","","","","","","","",""
"330711","","","","","","","","","","","",""
"330712","","","","","","","","","","","",""
"330713","","","","","","","","","","","",""
"330714","","","","","","","","","","","",""
"330715","","","","","","","","","","","",""
"330716","","","","","","","","","","","",""
"330720","","","","","","","","","","","",""
"330724","","","","","","","","","","","",""
"330725","","","","","","","","","","","",""
"330726","","","","","","","","","","","",""
"330727","","","","","","","","","","","",""
"330731","","","","","","","","","","","",""
"330732","","","","","","","","","","","",""
"330733","","","","","","","","","","","",""
"330734","","","","","","","","","","","",""
"330735","","","","","","","","","","","",""
"330736","","","","","","","","","","","",""
"330737","","","","","","","","","","","",""
"330738","","","","","","","","","","","",""
"330742","","","","","","","","","","","",""
"330746","","","","","","","","","","","",""
"330747","","","","","","","","","","","",""
"330748","","","","","","","","","","","",""
"330749","","","","","","","","","","","",""
"330750","","","","","","","","","","","",""
"330754","","","","","","","","","","","",""
"330755","","","","","","","","","","","",""
"330756","","","","","","","","","","","",""
"330757","","","","","","","","","","","",""
"330758","","","","","","","","","","","",""
"330759","","","","","","","","","","","",""
"330760","","","","","","","","","","","",""
"330761","","","","","","","","","","","",""
"330762","","","","","","","","","","","",""
"330763","","","","","","","","","","","",""
"330767","","","","","","","","","","","",""
"330771","","","","","","","","","","","",""
"330772","","","","","","","","","","","",""
"330773","","","","","","","","","","","",""
"330774","","","","","","","","","","","",""
"330775","","","","","","","","","","","",""
"330779","","","","","","","","","","","",""
"330780","","","","","","","","","","","",""
"330781","","","","","","","","","","","",""
"330782","","","","","","","","","","","",""
"330783","","","","","","","","","","","",""
"330784","","","","","","","","","","","",""
"330785","","","","","","","","","","","",""
"330786","","","","","","","","","","","",""
"330787","","","","","","","","","","","",""
"330788","","","","","","","","","","","",""
"330792","","","","","","","","","","","",""
"330796","","","","","","","","","","","",""
"330797","","","","","","","","","","","",""
"330798","","","","","","","","","","","",""
"330799","","","","","","","","","","","",""
"330803","","","","","","","","","","","",""
"330804","","","","","","","","","","","",""
"330805","","","","","","","","","","","",""
"330806","","","","","","","","","","","",""
"330807","","","","","","","","","","","",""
"330808","","","","","","","","","","","",""
"330809","","","","","","","","","","","",""
"330810","","","","","","","","","","","",""
"330814","","","","","","","","","","","",""
"330818","","","","","","","","","","","",""
"330819","","","","","","","","","","","",""
"330820","","","","","","","","","","","",""
"330821","","","","","","","","","","","",""
"330825","","","","","","","","","","","",""
"330826","","","","","","","","","","","",""
"330827","","","","","","","","","","","",""
"330828","","","","","","","","","","","",""
"330829","","","","","","","","","","","",""
"330830","","","","","","","","","","","",""
"330831","","","","","","","","","","","",""
"330835","","","","","","","","","","","",""
"330839","","","","","","","","","","","",""
"330840","","","","","","","","","","","",""
"330841","","","","","","","","","","","",""
"330842","","","","","","","","","","","",""
"330846","","","","","","","","","","","",""
"330847","","","","","","","","","","","",""
"330848","","","","","","","","","","","",""
"330849","","","","","","","","","","","",""
"330850","","","","","","","","","","","",""
"330851","","","","","","","","","","","",""
"330852","","","","","","","","","","","",""
"330853","","","","","","","","","","","",""
"330857","","","","","","","","","","","",""
"330861","","","","","","","","","","","",""
"330862","","","","","","","","","","","",""
"330863","","","","","","","","","","","",""
"330864","","","","","","","","","","","",""
"330865","","","","","","","","","","","",""
"330866","","","","","","","","","","","",""
"331962","RAGU OLD WORLD","2011-09-22","","","2009-11-16","Retail store","","","ANDERSON","Pay Less Super Market","IN","36200002506"
"331987","RAGU OLD WORLD","2011-08-20","","","2009-11-17","Retail store","","","LAKE WORTH","Publix Super Market","FL","36200002506"
"331999","RAGU OLD WORLD","2011-09-22","","","2009-11-16","Retail store","","","ANDERSON","Pay Less Super Market","IN","36200002506"
"332000","RAGU OLD WORLD","2011-09-22","","","2009-11-16","Retail store","","","ANDERSON","Pay Less Super Market","IN","36200002506"
"332064","RAGU OLD WORLD","2011-10-27","","","2009-11-17","Retail store","","","LAKE WORTH","Publix Super Market","FL","36200002506"
"332065","RAGU OLD WORLD","2011-08-20","","","2009-11-17","Retail store","","","LAKE WORTH","Publix Super Market","FL","36200002506"
"332078","","2011-04-15","","","2009-11-16","Retail store","","","ANDERSON ","Pay Less Super Market","IN","51000025494"
"332093","","2011-03-17","","","2009-11-17","Retail store","","","LAKE WORTH ","Publix Super Market","FL","51000025494"
"332114","","2011-04-15","","","2009-11-16","Retail store","","","ANDERSON ","Pay Less Super Market","IN","51000025494"
"332115","","2011-04-15","","","2009-11-16","Retail store","","","ANDERSON ","Pay Less Super Market","IN","51000025494"
"332184","HUNTS ORIGINAL","2011-07-07","","","2009-11-16","Retail store","","","ANDERSON","Pay Less Super Market","IN","27000422380"
"332191","HUNTS ORIGINAL","2011-06-07","","","2009-11-17","Retail store","","","LAKE WORTH","Publix Super Market","FL","27000422380"
"332223","HUNTS ORIGINAL","2011-07-07","","","2009-11-16","Retail store","","","ANDERSON","Pay Less Super Market","IN","27000422380"
"332224","HUNTS ORIGINAL","2011-07-07","","","2009-11-16","Retail store","","","ANDERSON","Pay Less Super Market","IN","27000422380"
"332273","HUNTS ORIGINAL","2011-06-07","","","2009-11-17","Retail store","","","LAKE WORTH","Publix Super Market","FL","27000422380"
"332274","HUNTS ORIGINAL","2011-06-07","","","2009-11-17","Retail store","","","LAKE WORTH","Publix Super Market","FL","27000422380"
"333283","","","","","2008-02-10","Retail store","","","WATERBURY","Price Chopper","CT","208292208184"
"333289","KROGER HADDOCK FILLETS","","","","2008-02-09","Retail store","","2009-04-01","DENVER","King Soopers Store","CO","1111096554"
"333290","KROGER HADDOCK FILLETS","","","","2008-02-09","Retail store","","2009-04-01","DENVER","King Soopers Store","CO","1111096554"
"333296","KROGER HADDOCK FILLETS","2008-09-11","","","2008-02-10","Retail store","7254F70186/22126","","ANDERSON","Kroger Store","IN","1111096192"
"333297","KROGER HADDOCK FILLETS","2008-09-11","","","2008-02-10","Retail store","7254F70186/22126","","ANDERSON","Kroger Store","IN","1111096192"
"333303","","","","","2008-02-11","Retail store","","","NEW YORK","Citarellas","NY",""
"333309","PUBLIX FRESH FROZEN HADDOCK LOINS","2008-12-19","","","2008-02-08","Retail store","","","WEST PALM BEACH","Publix","FL","4141501345"
"333310","PUBLIX FRESH FROZEN HADDOCK LOINS","2008-12-19","","","2008-02-08","Retail store","","","WEST PALM BEACH","Publix","FL","4141501345"
"333311","PUBLIX FRESH FROZEN HADDOCK LOINS","2008-12-19","","","2008-02-08","Retail store","","","WEST PALM BEACH","Publix","FL","4141501345"
"333317","","","","","2008-02-11","Retail store","","2008-02-11","CHAPEL HILL","Harris Teeter","NC","829241499"
"333323","KROGER HADDOCK FILLETS","2009-01-04","","","2008-02-11","Retail store","","","PORT HURON","Kroger Store","MI","1111096192"
"333324","KROGER HADDOCK FILLETS","2009-01-04","","","2008-02-11","Retail store","","","PORT HURON","Kroger Store","MI","1111096192"
"333330","PUBLIX FRESH FROZEN HADDOCK LOINS","2008-11-21","","","2008-02-11","Retail store","","","BIRMINGHAM","Publix","AL","4141501345"
"333331","","2008-11-21","","","2008-02-11","Retail store","","","BIRMINGHAM","Publix","AL","4141501345"
"333337","PUBLIX FRESH FROZEN HADDOCK LOINS","2008-10-16","","","2008-02-11","Retail store","","2008-02-11","BIRMINGHAM","Publix","AL","4141501345"
"333338","KROGER HADDOCK FILLETS","2008-07-19","","","2008-02-11","Retail store","","","PORT HURON","Kroger Store","MI","1111096192"
"333349","KROGER HADDOCK FILLETS","","","","2008-02-09","Retail store","","2009-04-01","DENVER","King Soopers Store","CO","1111096554"
"333350","KROGER HADDOCK FILLETS","2008-09-11","","","2008-02-10","Retail store","7254F70186/22126","","ANDERSON","Kroger Store","IN","1111096192"
"333351","","","","","2008-02-10","Retail store","","","WATERBURY","Price Chopper","CT","208292108637"
"333362","","","","","2008-02-11","Retail store","","2008-02-11","CHAPEL HILL","Harris Teeter","NC","829271469"
"333363","","","","","2008-02-11","Retail store","","","NEW YORK","Citarellas","NY","240052035432"
"333364","PUBLIX FRESH FROZEN HADDOCK LOINS","2008-12-19","","","2008-02-08","Retail store","","","WEST PALM BEACH","Publix","FL","4141501345"
"333376","","","","","2008-03-15","Retail store","","","WATERBURY","Price Chopper","CT","208515807989"
"333382","WHOLEY ALASKAN POLLOCK FILLETS","2009-11-02","","","2008-03-17","Retail store","","","CHAPEL HILL","Harris Teeter","NC","4615212349"
"333388","","2009-05-13","","","2008-03-17","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8113171465"
"333394","MATLAWS ALASKA POLLOCK FILLETS","","","","2008-03-17","Retail store","","","BELTON","Hy-Vee","MO","5255262400"
"333400","AQUA STAR ALASKA POLLOCK FILLETS","","","","2008-03-15","Retail store","","","DENVER","King Soopers Store","CO","3114923030"
"333401","AQUA STAR ALASKA POLLOCK FILLETS","","","","2008-03-15","Retail store","","","DENVER","King Soopers Store","CO","3114923030"
"333407","GREAT AMERICAN SEAFOOD PACIFIC POLLOCK FILLETS","","","","2008-03-17","Retail store","","","ANDERSON","Pay Less Super Market","IN","2994401216"
"333413","","","","","2008-03-24","Retail store","","","PORT HURON","C.E. Lixie Fisheries","MI",""
"333419","","","","","2008-03-16","Retail store","","2008-03-17","COLLEGE POINT","Waldbaum","NY","279630911466"
"333425","AQUA STAR ALASKA POLLOCK FILLETS","","","","2008-03-15","Retail store","","","DENVER","King Soopers Store","CO","3114923030"
"333426","GREAT AMERICAN SEAFOOD PACIFIC POLLOCK FILLETS","","","","2008-03-17","Retail store","","","ANDERSON","Pay Less Super Market","IN","2994401216"
"333427","","","","","2008-03-15","Retail store","","","WATERBURY","Price Chopper","CT","208515205891"
"333437","","2009-05-13","","","2008-03-17","Retail store","","","SAPULPA","WalMart SuperCenter","OK","8113171465"
"333438","WHOLEY ALASKAN POLLOCK FILLETS","2009-11-02","","","2008-03-17","Retail store","","","CHAPEL HILL","Harris Teeter","NC","4615212349"
"333449","MATLAWS ALASKA POLLOCK FILLETS","","","","2008-03-17","Retail store","","","BELTON","Hy-Vee","MO","5255262400"
"333450","GREAT AMERICAN SEAFOOD PACIFIC POLLOCK FILLETS","","","","2008-03-17","Retail store","","","ANDERSON","Pay Less Super Market","IN","2994401216"
"333451","","","","","2008-03-15","Retail store","","","WATERBURY","Price Chopper","CT","208515602997"
"333452","","","","","2008-03-16","Retail store","","2008-03-17","COLLEGE POINT","Waldbaum","NY","297630303223"
"333453","","","","","2008-03-24","Retail store","","","PORT HURON","C.E. Lixie Fisheries","MI",""
"333454","AQUA STAR ALASKA POLLOCK FILLETS","","","","2008-03-15","Retail store","","","DENVER","King Soopers Store","CO","3114923030"
"333464","","","","","2008-03-24","Retail store","","","PORT HURON","C.E. Lixie Fisheries","MI",""
"333465","","","","","2008-03-16","Retail store","","2008-03-17","COLLEGE POINT","Waldbaum","NY","297630307764"
"333466","MATLAWS ALASKA POLLOCK FILLETS","","","","2008-03-17","Retail store","","","BELTON","Hy-Vee","MO","5255262400"
"334196","ALBERTSONS GRANULATED SUGAR","","","","2006-04-08","Retail store","","","FREMONT","Albertsons","CA","4116354201"
"334201","C&H GRANULATED WHITE SUGAR","","","","2006-04-09","Retail store","","","SAPULPA","WalMart SuperCenter","OK","1580003063"
"334202","C&H","","","","2006-04-08","Retail store","","","FREMONT","Albertsons","CA","1580003048"
"334203","DIXIE CRYSTALS","","","","2006-04-11","Retail store","","","HILLSBOROUGH","Lowes Food Store","NC","1620033500"
"334208","","","","","2006-04-10","Retail store","","","WATERBURY","Publix Super Market","CT","4920004350"
"334209","C&H","","","","2006-04-08","Retail store","","","DENVER","Safeway","CO","1580003048"
"334210","","","","","2006-04-08","Retail store","","","ANDERSON","Pay Less Super Market","IN","4920004550"
"334215","","","","","2006-04-12","Retail store","","","LAKE WORTH","Publix Super Market","FL","4920004625"
"334216","C&H","","","","2006-04-09","Retail store","07Y23","","BELTON","Price Chopper Supermarket","MO","1580003048"
"334217","","","","","2006-04-09","Retail store","","","COLLEGE POINT","Waldbaum","NY","4920004350"
"334222","SAFEWAY FINE GRANULATED SUGAR","","","","2006-04-08","Retail store","","","DENVER","Safeway","CO","2113025007"
"334223","KROGER SUGAR","2008-02-10","","","2006-04-08","Retail store","","","ANDERSON","Pay Less Super Market","IN","1111085575"
"334228","","","","","2006-04-09","Retail store","","","TRUSSVILLE","Food World","AL","4920004625"
"334229","C&H","","","","2006-04-08","Retail store","","","PARADISE","Safeway","CA","1580003048"
"334230","","","","","2006-04-09","Retail store","","","PORT HURON","Kroger Store","MI","4920004350"
"334236","BEST CHOICE SUGAR","","","","2006-04-09","Retail store","B3W52A5","","BELTON ","Price Chopper Supermarket","MO","7003860200"
"334241","SAFEWAY FINE GRANULATED SUGAR","","","","2006-04-08","Retail store","","","PARADISE","Safeway","CA","2113025008"
"334242","KROGER SUGAR","2008-02-09","","","2006-04-09","Retail store","","","PORT HURON","Kroger Store","MI","1111085589"
"334243","SAFEWAY FINE GRANULATED SUGAR","","","","2006-04-08","Retail store","","","PARADISE","Safeway","CA","2113025008"
"334249","","","","","2009-10-17","Retail store","","","FLUSHING","Keilly Chinese Restaurant","NY",""
"334250","","","","","2009-10-17","Retail store","","","FLUSHING","Keilly Chinese Restaurant","NY",""
"334251","","","","","2009-11-03","Retail store","","","ANDERSON","Great Wall Chinese Buffet","IN",""
"334268","","","","","2009-10-17","Retail store","","","PLEASANTON","First Hunan Chef Wong","CA",""
"334269","","","","","2009-11-03","Retail store","","","HILLSBOROUGH","Yun Yum Chinese Restaurant","NC",""
"334286","","","","","2009-11-02","Retail store","","","PARADISE","Chin Dynasty","CA",""
"334287","","","","","2009-11-11","Retail store","","","CHRISTIANSBURG","Hunan House","VA",""
"334288","","","","","2009-11-11","Retail store","","","CHRISTIANSBURG","Hunan House","VA",""
"334305","","","","","2009-11-03","Retail store","","","PORT HURON","Great Wall Chinese Restaurant","MI",""
"334306","","","","","2009-11-22","Retail store","","","CHRISTIANSBURG","China Garden","VA",""
"334307","","","","","2009-11-03","Retail store","","","PORT HURON","Great Wall Chinese Restaurant","MI",""
"334308","","","","","2009-11-22","Retail store","","","CHRISTIANSBURG","China Garden","VA",""
"334324","","","","","2009-10-19","Retail store","","","WATERBURY ","Hong Kong Chinese Restaurant","CT",""
"334325","","","","","2009-11-03","Retail store","","","DENVER","Palace Chinese Restaurant","CO",""
"334326","","","","","2009-10-19","Retail store","","","WATERBURY ","Hong Kong Chinese Restaurant","CT",""
"334327","","","","","2009-11-03","Retail store","","","DENVER","Palace Chinese Restaurant","CO",""
"334343","","","","","2009-11-11","Retail store","","","PRINCETON","Dragon Palace","WV",""
"334344","","","","","2009-11-11","Retail store","","","BLACKSBURG","Double Dragon","VA",""
"334345","","","","","2009-11-11","Retail store","","","PRINCETON","Dragon Palace","WV",""
"334346","","","","","2009-11-11","Retail store","","","BLACKSBURG","Double Dragon","VA",""
"334363","","","","","2009-11-03","Retail store","","","ANDERSON","Great Wall Chinese Buffet","IN",""
"334364","","","","","","Retail store","","","","","",""
"334365","","","","","2009-11-03","Retail store","","","ANDERSON","Great Wall Chinese Buffet","IN",""
"334370","","","","","2009-11-02","Retail store","","","PARADISE","Chin Dynasty","CA",""
"334371","","","","","","Retail store","","","","","",""
"334372","","","","","2009-11-02","Retail store","","","PARADISE","Chin Dynasty","CA",""
"334377","","","","","","Retail store","","","","","",""
"334378","","","","","2009-11-11","Retail store","","","CHRISTIANSBURG","Hunan House","VA",""
"334379","","","","","2009-11-11","Retail store","","","CHRISTIANSBURG","Hunan House","VA",""
"334380","","","","","2009-11-11","Retail store","","","CHRISTIANSBURG","Hunan House","VA",""
"334381","","","","","2009-11-11","Retail store","","","CHRISTIANSBURG","Hunan House","VA",""
"334386","","","","","2009-11-03","Retail store","","","HILLSBOROUGH","Yun Yum Chinese Restaurant","NC",""
"334387","","","","","2009-11-03","Retail store","","","HILLSBOROUGH","Yun Yum Chinese Restaurant","NC",""
"334388","","","","","","Retail store","","","","","",""
"334393","","","","","2009-10-17","Retail store","","","FLUSHING","Keilly Chinese Restaurant","NY",""
"334394","","","","","2009-10-17","Retail store","","","FLUSHING","Keilly Chinese Restaurant","NY",""
"334395","","","","","","Retail store","","","","","",""
"334396","","","","","2009-10-17","Retail store","","","FLUSHING","Keilly Chinese Restaurant","NY",""
"334397","","","","","2009-10-17","Retail store","","","FLUSHING","Keilly Chinese Restaurant","NY",""
"334402","","","","","2009-10-17","Retail store","","","PLEASANTON","First Hunan Chef Wong","CA",""
"334403","","","","","","Retail store","","","","","",""
"334404","","","","","2009-10-17","Retail store","","","PLEASANTON","First Hunan Chef Wong","CA",""
"334410","","","","","2009-11-01","Retail store","","","LAKE WORTH","Wing Wong BBQ","FL",""
"334411","","","","","","Retail store","","","","","",""
"334412","","","","","2009-11-01","Retail store","","","LAKE WORTH","Wing Wong BBQ","FL",""
"334417","","","","","2009-11-03","Retail store","","","DENVER","Palace Chinese Restaurant","CO",""
"334418","","","","","","Retail store","","","","","",""
"334419","","","","","2009-11-03","Retail store","","","DENVER","Palace Chinese Restaurant","CO",""
"334420","","","","","2009-11-03","Retail store","","","DENVER","Palace Chinese Restaurant","CO",""
"334421","","","","","2009-11-03","Retail store","","","DENVER","Palace Chinese Restaurant","CO",""
"334426","","","","","","Retail store","","","","","",""
"334427","","","","","2009-10-19","Retail store","","","WATERBURY ","Hong Kong Chinese Restaurant","CT",""
"334428","","","","","2009-10-19","Retail store","","","WATERBURY ","Hong Kong Chinese Restaurant","CT",""
"334429","","","","","2009-10-19","Retail store","","","WATERBURY ","Hong Kong Chinese Restaurant","CT",""
"334430","","","","","2009-10-19","Retail store","","","WATERBURY ","Hong Kong Chinese Restaurant","CT",""
"334435","","","","","2009-11-03","Retail store","","","PORT HURON","Great Wall Chinese Restaurant","MI",""
"334436","","","","","2009-11-03","Retail store","","","PORT HURON","Great Wall Chinese Restaurant","MI",""
"334437","","","","","","Retail store","","","","","",""
"334438","","","","","2009-11-03","Retail store","","","PORT HURON","Great Wall Chinese Restaurant","MI",""
"334439","","","","","2009-11-03","Retail store","","","PORT HURON","Great Wall Chinese Restaurant","MI",""
"334444","","","","","","Retail store","","","","","",""
"334445","","","","","2009-11-22","Retail store","","","CHRISTIANSBURG","China Garden","VA",""
"334446","","","","","2009-11-22","Retail store","","","CHRISTIANSBURG","China Garden","VA",""
"334447","","","","","2009-11-22","Retail store","","","CHRISTIANSBURG","China Garden","VA",""
"334448","","","","","2009-11-22","Retail store","","","CHRISTIANSBURG","China Garden","VA",""
"334453","","","","","2009-11-11","Retail store","","","PRINCETON","Dragon Palace","WV",""
"334454","","","","","2009-11-11","Retail store","","","PRINCETON","Dragon Palace","WV",""
"334455","","","","","2009-11-11","Retail store","","","PRINCETON","Dragon Palace","WV",""
"334456","","","","","","Retail store","","","","","",""
"334457","","","","","2009-11-11","Retail store","","","PRINCETON","Dragon Palace","WV",""
"334538","","","","","2009-08-31","Restaurant","","","DEMING","Amigos","NM",""
"334547","","","","","2009-08-10","Restaurant","","","CHINO","Zendeja's Mexican","CA",""
"334556","","","","","2009-08-15","Restaurant","","","HOUSTON","Tony's Restaurant and Cantina","TX",""
"334557","","","","","2009-08-10","Restaurant","","","LAS VEGAS","El Ausente","NV",""
"334558","","","","","2009-08-15","Restaurant","","","HOUSTON","Tony's Restaurant and Cantina","TX",""
