"fdc_id","fdc_id_of_sample_food"
"332047","332040"
"333284","333282"
"333285","333282"
"333286","333282"
"333287","333282"
"333291","333288"
"333292","333288"
"333293","333288"
"333294","333288"
"333298","333295"
"333299","333295"
"333300","333295"
"333301","333295"
"333304","333302"
"333305","333302"
"333306","333302"
"333307","333302"
"333312","333308"
"333313","333308"
"333314","333308"
"333315","333308"
"333318","333316"
"333319","333316"
"333320","333316"
"333321","333316"
"333325","333322"
"333326","333322"
"333327","333322"
"333328","333322"
"333332","333329"
"333333","333329"
"333334","333329"
"333335","333329"
"333339","333336"
"333340","333336"
"333341","333336"
"333342","333336"
"333343","333336"
"333344","333336"
"333345","333336"
"333346","333336"
"333347","333336"
"333352","333348"
"333353","333348"
"333354","333348"
"333355","333348"
"333356","333348"
"333357","333348"
"333358","333348"
"333359","333348"
"333360","333348"
"333365","333361"
"333366","333361"
"333367","333361"
"333368","333361"
"333369","333361"
"333370","333361"
"333371","333361"
"333372","333361"
"333373","333361"
"333377","333375"
"333378","333375"
"333379","333375"
"333380","333375"
"333383","333381"
"333384","333381"
"333385","333381"
"333386","333381"
"333389","333387"
"333390","333387"
"333391","333387"
"333392","333387"
"333395","333393"
"333396","333393"
"333397","333393"
"333398","333393"
"333402","333399"
"333403","333399"
"333404","333399"
"333405","333399"
"333408","333406"
"333409","333406"
"333410","333406"
"333411","333406"
"333414","333412"
"333415","333412"
"333416","333412"
"333417","333412"
"333420","333418"
"333421","333418"
"333422","333418"
"333423","333418"
"333428","333424"
"333429","333424"
"333430","333424"
"333431","333424"
"333432","333424"
"333433","333424"
"333434","333424"
"333435","333424"
"333439","333436"
"333440","333436"
"333441","333436"
"333442","333436"
"333443","333436"
"333444","333436"
"333445","333436"
"333446","333436"
"333447","333436"
"333455","333448"
"333456","333448"
"333457","333448"
"333458","333448"
"333459","333448"
"333460","333448"
"333461","333448"
"333462","333448"
"333467","333463"
"333468","333463"
"333469","333463"
"333470","333463"
"333471","333463"
"333472","333463"
"333473","333463"
"333474","333463"
"333475","333463"
"334197","334195"
"334198","334195"
"334199","334195"
"334204","334200"
"334205","334200"
"334206","334200"
"334211","334207"
"334212","334207"
"334213","334207"
"334218","334214"
"334219","334214"
"334220","334214"
"334224","334221"
"334225","334221"
"334226","334221"
"334231","334227"
"334232","334227"
"334233","334227"
"334234","334227"
"334237","334235"
"334238","334235"
"334239","334235"
"334244","334240"
"334245","334240"
"334246","334240"
"334252","334248"
"334253","334248"
"334254","334248"
"334255","334248"
"334256","334248"
"334257","334248"
"334258","334248"
"334259","334248"
"334260","334248"
"334261","334248"
"334262","334248"
"334263","334248"
"334264","334248"
"334265","334248"
"334266","334248"
"334270","334267"
"334271","334267"
"334272","334267"
"334273","334267"
"334274","334267"
"334275","334267"
"334276","334267"
"334277","334267"
"334278","334267"
"334279","334267"
"334280","334267"
"334281","334267"
"334282","334267"
"334283","334267"
"334284","334267"
"334289","334285"
"334290","334285"
"334291","334285"
"334292","334285"
"334293","334285"
"334294","334285"
"334295","334285"
"334296","334285"
"334297","334285"
"334298","334285"
"334299","334285"
"334300","334285"
"334301","334285"
"334302","334285"
"334303","334285"
"334309","334304"
"334310","334304"
"334311","334304"
"334312","334304"
"334313","334304"
"334314","334304"
"334315","334304"
"334316","334304"
"334317","334304"
"334318","334304"
"334319","334304"
"334320","334304"
"334321","334304"
"334322","334304"
"334328","334323"
"334329","334323"
"334330","334323"
"334331","334323"
"334332","334323"
"334333","334323"
"334334","334323"
"334335","334323"
"334336","334323"
"334337","334323"
"334338","334323"
"334339","334323"
"334340","334323"
"334341","334323"
"334347","334342"
"334348","334342"
"334349","334342"
"334350","334342"
"334351","334342"
"334352","334342"
"334353","334342"
"334354","334342"
"334355","334342"
"334356","334342"
"334357","334342"
"334358","334342"
"334359","334342"
"334360","334342"
"334361","334342"
"334366","334362"
"334367","334362"
"334368","334362"
"334373","334369"
"334374","334369"
"334375","334369"
"334382","334376"
"334383","334376"
"334384","334376"
"334389","334385"
"334390","334385"
"334391","334385"
"334398","334392"
"334399","334392"
"334400","334392"
"334405","334401"
"334406","334401"
"334413","334409"
"334414","334409"
"334415","334409"
"334422","334416"
"334423","334416"
"334424","334416"
"334431","334425"
"334432","334425"
"334433","334425"
"334440","334434"
"334441","334434"
"334442","334434"
"334449","334443"
"334450","334443"
"334451","334443"
"334458","334452"
"334459","334452"
"334539","334537"
"334540","334537"
"334541","334537"
"334542","334537"
"334543","334537"
"334544","334537"
"334545","334537"
"334548","334546"
"334549","334546"
"334550","334546"
"334551","334546"
"334552","334546"
"334553","334546"
"334554","334546"
"334559","334555"
"334560","334555"
"334561","334555"
"334562","334555"
"334563","334555"
"334564","334555"
"334565","334555"
"334574","334566"
"334575","334566"
"334576","334566"
"334577","334566"
"334578","334566"
"334579","334566"
"334580","334566"
"334587","334581"
"334588","334581"
"334589","334581"
"334590","334581"
"334591","334581"
"334592","334581"
"334593","334581"
"334594","334581"
"334595","334581"
"334596","334581"
"334597","334581"
"334598","334581"
"334599","334581"
"334600","334581"
"334601","334581"
"334602","334581"
"334603","334581"
"334604","334581"
"334605","334581"
"334609","334606"
"334610","334606"
"334611","334606"
"334612","334606"
"334613","334606"
"334614","334606"
"334615","334606"
"334616","334606"
"334617","334606"
"334618","334606"
"334619","334606"
"334620","334606"
"334621","334606"
"334622","334606"
"334623","334606"
"334624","334606"
"334625","334606"
"334626","334606"
"334627","334606"
"334636","334629"
"334637","334629"
"334638","334629"
"334639","334629"
"334640","334629"
"334641","334629"
"334646","334642"
"334647","334642"
"334648","334642"
"334649","334642"
"334650","334642"
"334651","334642"
"334655","334652"
"334656","334652"
"334657","334652"
"334658","334652"
"334659","334652"
"334660","334652"
"334666","334661"
"334667","334661"
"334668","334661"
"334669","334661"
"334670","334661"
"334671","334661"
"334672","334661"
"334673","334661"
"334674","334661"
"334675","334661"
"334676","334661"
"334677","334661"
"334678","334661"
"334679","334661"
"334680","334661"
"334686","334681"
"334687","334681"
"334688","334681"
"334689","334681"
"334690","334681"
"334691","334681"
"334692","334681"
"334693","334681"
"334694","334681"
"334695","334681"
"334696","334681"
"334697","334681"
"334698","334681"
"334699","334681"
"334700","334681"
"334701","334681"
"334705","334702"
"334706","334702"
"334707","334702"
"334708","334702"
"334709","334702"
"334710","334702"
"334711","334702"
"334712","334702"
"334713","334702"
"334714","334702"
"334715","334702"
"334716","334702"
"334717","334702"
"334718","334702"
"334719","334702"
"323892","323887"
"323893","323887"
"323894","323887"
"323901","323896"
"323902","323896"
"323903","323896"
"323910","323905"
"323911","323905"
"323912","323905"
"323919","323914"
"323920","323914"
"323921","323914"
"323922","323914"
"323923","323914"
"323924","323914"
"323925","323914"
"323926","323914"
"323936","323931"
"323937","323931"
"323938","323931"
"323939","323931"
"323940","323931"
"323941","323931"
"323942","323931"
"323952","323947"
"323953","323947"
"323954","323947"
"323955","323947"
"323956","323947"
"323957","323947"
"323958","323947"
"323976","323972"
"323993","323988"
"324026","324021"
"325041","325037"
"325042","325037"
"325043","325037"
"325051","325046"
"325052","325046"
"325053","325046"
"325054","325046"
"325055","325046"
"325056","325046"
"325057","325046"
"325058","325046"
"325059","325046"
"325066","325061"
"325067","325061"
"325068","325061"
"325069","325061"
"325070","325061"
"325071","325061"
"325072","325061"
"325080","325075"
"325081","325075"
"325082","325075"
"325083","325075"
"325084","325075"
"325085","325075"
"325086","325075"
"325087","325075"
"325088","325075"
"325089","325075"
"325090","325075"
"325091","325075"
"325092","325075"
"325093","325075"
"325099","325096"
"325100","325096"
"325104","325101"
"325105","325101"
"325106","325101"
"325112","325107"
"325113","325107"
"325117","325114"
"325118","325114"
"325124","325119"
"325125","325119"
"325126","325119"
"325127","325119"
"325128","325119"
"325132","325129"
"325136","325133"
"325137","325133"
"325143","325138"
"325144","325138"
"325145","325138"
"325146","325138"
"325147","325138"
"325151","325148"
"325152","325148"
"325156","325153"
"325160","325157"
"325163","325161"
"325167","325164"
"325168","325164"
"325172","325169"
"325176","325173"
"325180","325177"
"325185","325181"
"325189","325186"
"325193","325190"
"325197","325194"
"325662","325659"
"325663","325659"
"325664","325659"
"325665","325659"
"325666","325659"
"325667","325659"
"325668","325659"
"325672","325669"
"325673","325669"
"325674","325669"
"325675","325669"
"325676","325669"
"325677","325669"
"325678","325669"
"325682","325679"
"325683","325679"
"325684","325679"
"325685","325679"
"325686","325679"
"325687","325679"
"325688","325679"
"325691","325689"
"325692","325689"
"325693","325689"
"325694","325689"
"325695","325689"
"325696","325689"
"325697","325689"
"325701","325698"
"325702","325698"
"325703","325698"
"325704","325698"
"325705","325698"
"325706","325698"
"325707","325698"
"325711","325708"
"325712","325708"
"325713","325708"
"325714","325708"
"325715","325708"
"325716","325708"
"325717","325708"
"325720","325718"
"325721","325718"
"325722","325718"
"325723","325718"
"325724","325718"
"325727","325725"
"325728","325725"
"325729","325725"
"325730","325725"
"325731","325725"
"325734","325732"
"325735","325732"
"325736","325732"
"325737","325732"
"325738","325732"
"325741","325739"
"325742","325739"
"325743","325739"
"325744","325739"
"325745","325739"
"325748","325746"
"325749","325746"
"325750","325746"
"325751","325746"
"325752","325746"
"325755","325753"
"325756","325753"
"325757","325753"
"325758","325753"
"325759","325753"
"325762","325760"
"325763","325760"
"325764","325760"
"325765","325760"
"325766","325760"
"325769","325767"
"325770","325767"
"325771","325767"
"325772","325767"
"325773","325767"
"325776","325774"
"325777","325774"
"325778","325774"
"325779","325774"
"325780","325774"
"325783","325781"
"325784","325781"
"325785","325781"
"325786","325781"
"325787","325781"
"325790","325788"
"325791","325788"
"325792","325788"
"325793","325788"
"325794","325788"
"325798","325795"
"325799","325795"
"325800","325795"
"325801","325795"
"325802","325795"
"325803","325795"
"325804","325795"
"325805","325795"
"325806","325795"
"325807","325795"
"325808","325795"
"325809","325795"
"325813","325810"
"325814","325810"
"325815","325810"
"325816","325810"
"325817","325810"
"325818","325810"
"325819","325810"
"325820","325810"
"325821","325810"
"325822","325810"
"325823","325810"
"325824","325810"
"325829","325825"
"325830","325825"
"325831","325825"
"325832","325825"
"325833","325825"
"325834","325825"
"325835","325825"
"325836","325825"
"325837","325825"
"325838","325825"
"325839","325825"
"325840","325825"
"325844","325841"
"325845","325841"
"325846","325841"
"325847","325841"
"325848","325841"
"325849","325841"
"325850","325841"
"325851","325841"
"325852","325841"
"325853","325841"
"325854","325841"
"325855","325841"
"325859","325856"
"325860","325856"
"325861","325856"
"325862","325856"
"325863","325856"
"325864","325856"
"325865","325856"
"325866","325856"
"325867","325856"
"325868","325856"
"325869","325856"
"325870","325856"
"330873","330870"
"330874","330870"
"330875","330870"
"330876","330870"
"330877","330870"
"330878","330870"
"330879","330870"
"330880","330870"
"330881","330870"
"330882","330870"
"330883","330870"
"330902","330884"
"330903","330884"
"330904","330884"
"330905","330884"
"330906","330884"
"330907","330884"
"330908","330884"
"330909","330884"
"330911","330910"
"330912","330910"
"330913","330910"
"330914","330910"
"330915","330910"
"330916","330910"
"330917","330910"
"330918","330910"
"330919","330910"
"330920","330910"
"330921","330910"
"330922","330910"
"330923","330910"
"330925","330924"
"330926","330924"
"330927","330924"
"330928","330924"
"330929","330924"
"330930","330924"
"330931","330924"
"330933","330932"
"330934","330932"
"330935","330932"
"330936","330932"
"330937","330932"
"330938","330932"
"330939","330932"
"330940","330932"
"330941","330932"
"330942","330932"
"330943","330932"
"330944","330932"
"330946","330945"
"330947","330945"
"330948","330945"
"330949","330945"
"330950","330945"
"330951","330945"
"330952","330945"
"330954","330953"
"330955","330953"
"330956","330953"
"330957","330953"
"330958","330953"
"330959","330953"
"330960","330953"
"330961","330953"
"330962","330953"
"330963","330953"
"330964","330953"
"331016","330965"
"331017","330965"
"331018","330965"
"331019","330965"
"331020","330965"
"331021","330965"
"331022","330965"
"331023","330965"
"331025","331024"
"331026","331024"
"331027","331024"
"331028","331024"
"331029","331024"
"331030","331024"
"331031","331024"
"331032","331024"
"331033","331024"
"331034","331024"
"331035","331024"
"331036","331024"
"331037","331024"
"331089","331038"
"331090","331038"
"331091","331038"
"331092","331038"
"331093","331038"
"331094","331038"
"331096","331095"
"331097","331095"
"331098","331095"
"331099","331095"
"331100","331095"
"331101","331095"
"331102","331095"
"331103","331095"
"331104","331095"
"331105","331095"
"331106","331095"
"331107","331095"
"331108","331095"
"331160","331109"
"331161","331109"
"331162","331109"
"331163","331109"
"331164","331109"
"331165","331109"
"331167","331166"
"331168","331166"
"331169","331166"
"331170","331166"
"331171","331166"
"331172","331166"
"331173","331166"
"331174","331166"
"331175","331166"
"331176","331166"
"331177","331166"
"331178","331166"
"331179","331166"
"331226","331180"
"331227","331180"
"331228","331180"
"331229","331180"
"331230","331180"
"331231","331180"
"331232","331180"
"331233","331180"
"331235","331234"
"331236","331234"
"331237","331234"
"331238","331234"
"331239","331234"
"331240","331234"
"331241","331234"
"331242","331234"
"331243","331234"
"331244","331234"
"331245","331234"
"331246","331234"
"331247","331234"
"331294","331248"
"331295","331248"
"331296","331248"
"331297","331248"
"331298","331248"
"331299","331248"
"331301","331300"
"331302","331300"
"331303","331300"
"331304","331300"
"331305","331300"
"331306","331300"
"331307","331300"
"331308","331300"
"331309","331300"
"331310","331300"
"331311","331300"
"331358","331312"
"331359","331312"
"331360","331312"
"331361","331312"
"331362","331312"
"331363","331312"
"331365","331364"
"331366","331364"
"331367","331364"
"331368","331364"
"331369","331364"
"331370","331364"
"331371","331364"
"331372","331364"
"331373","331364"
"331374","331364"
"331375","331364"
"331376","331364"
"331377","331364"
"331379","331378"
"331380","331378"
"331381","331378"
"331382","331378"
"331383","331378"
"331384","331378"
"331385","331378"
"331386","331378"
"331387","331378"
"331388","331378"
"331389","331378"
"331390","331378"
"331391","331378"
"331393","331392"
"331394","331392"
"331395","331392"
"331396","331392"
"331397","331392"
"331398","331392"
"331399","331392"
"331400","331392"
"331401","331392"
"331402","331392"
"331403","331392"
"331404","331392"
"331406","331405"
"331407","331405"
"331408","331405"
"331409","331405"
"331410","331405"
"331411","331405"
"331412","331405"
"331413","331405"
"331414","331405"
"331415","331405"
"331416","331405"
"331417","331405"
"331419","331418"
"331420","331418"
"331421","331418"
"331422","331418"
"331423","331418"
"331424","331418"
"331425","331418"
"331426","331418"
"331427","331418"
"331428","331418"
"331429","331418"
"331430","331418"
"331431","331418"
"331433","331432"
"331434","331432"
"331435","331432"
"331436","331432"
"331437","331432"
"331438","331432"
"331439","331432"
"331440","331432"
"331441","331432"
"331442","331432"
"331443","331432"
"331444","331432"
"331445","331432"
"331447","331446"
"331448","331446"
"331449","331446"
"331450","331446"
"331451","331446"
"331452","331446"
"331453","331446"
"331454","331446"
"331455","331446"
"331456","331446"
"331457","331446"
"331458","331446"
"331459","331446"
"331461","331460"
"331462","331460"
"331463","331460"
"331464","331460"
"331465","331460"
"331466","331460"
"331467","331460"
"331468","331460"
"331469","331460"
"331470","331460"
"331471","331460"
"331472","331460"
"331473","331460"
"331475","331474"
"331476","331474"
"331477","331474"
"331478","331474"
"331479","331474"
"331480","331474"
"331481","331474"
"331482","331474"
"331483","331474"
"331484","331474"
"331485","331474"
"331486","331474"
"331487","331474"
"331489","331488"
"331490","331488"
"331491","331488"
"331492","331488"
"331493","331488"
"331494","331488"
"331495","331488"
"331496","331488"
"331497","331488"
"331498","331488"
"331499","331488"
"331500","331488"
"331501","331488"
"331503","331502"
"331504","331502"
"331505","331502"
"331506","331502"
"331507","331502"
"331508","331502"
"331509","331502"
"331510","331502"
"331511","331502"
"331512","331502"
"331513","331502"
"331514","331502"
"331516","331515"
"331517","331515"
"331518","331515"
"331519","331515"
"331520","331515"
"331521","331515"
"331522","331515"
"331523","331515"
"331524","331515"
"331525","331515"
"331526","331515"
"331528","331527"
"331529","331527"
"331530","331527"
"331531","331527"
"331532","331527"
"331533","331527"
"331534","331527"
"331535","331527"
"331536","331527"
"331537","331527"
"331538","331527"
"331539","331527"
"331541","331540"
"331542","331540"
"331543","331540"
"331544","331540"
"331545","331540"
"331546","331540"
"331547","331540"
"331548","331540"
"331549","331540"
"331550","331540"
"331551","331540"
"331552","331540"
"331554","331553"
"331555","331553"
"331556","331553"
"331557","331553"
"331558","331553"
"331559","331553"
"331560","331553"
"331561","331553"
"331562","331553"
"331563","331553"
"331564","331553"
"331565","331553"
"331566","331553"
"331568","331567"
"331569","331567"
"331570","331567"
"331571","331567"
"331572","331567"
"331573","331567"
"331574","331567"
"331575","331567"
"331576","331567"
"331577","331567"
"331578","331567"
"331579","331567"
"331580","331567"
"331582","331581"
"331583","331581"
"331584","331581"
"331585","331581"
"331586","331581"
"331587","331581"
"331588","331581"
"331589","331581"
"331590","331581"
"331591","331581"
"331592","331581"
"331593","331581"
"331594","331581"
"331596","331595"
"331597","331595"
"331598","331595"
"331599","331595"
"331600","331595"
"331601","331595"
"331602","331595"
"331603","331595"
"331604","331595"
"331605","331595"
"331606","331595"
"331607","331595"
"331609","331608"
"331610","331608"
"331611","331608"
"331612","331608"
"331613","331608"
"331614","331608"
"331615","331608"
"331616","331608"
"331617","331608"
"331618","331608"
"331619","331608"
"331621","331620"
"331622","331620"
"331623","331620"
"331624","331620"
"331625","331620"
"331626","331620"
"331627","331620"
"331628","331620"
"331629","331620"
"331630","331620"
"331631","331620"
"331632","331620"
"331633","331620"
"331635","331634"
"331636","331634"
"331637","331634"
"331638","331634"
"331639","331634"
"331640","331634"
"331641","331634"
"331642","331634"
"331643","331634"
"331644","331634"
"331645","331634"
"331646","331634"
"331647","331634"
"331649","331648"
"331650","331648"
"331651","331648"
"331652","331648"
"331653","331648"
"331654","331648"
"331655","331648"
"331656","331648"
"331657","331648"
"331658","331648"
"331659","331648"
"331661","331660"
"331662","331660"
"331663","331660"
"331664","331660"
"331665","331660"
"331666","331660"
"331667","331660"
"331668","331660"
"331669","331660"
"331670","331660"
"331671","331660"
"331672","331660"
"331674","331673"
"331675","331673"
"331676","331673"
"331677","331673"
"331678","331673"
"331679","331673"
"331680","331673"
"331681","331673"
"331682","331673"
"331683","331673"
"331684","331673"
"331686","331685"
"331687","331685"
"331688","331685"
"331689","331685"
"331690","331685"
"331691","331685"
"331692","331685"
"331693","331685"
"331694","331685"
"331695","331685"
"331696","331685"
"331697","331685"
"331698","331685"
"331700","331699"
"331701","331699"
"331702","331699"
"331703","331699"
"331704","331699"
"331705","331699"
"331706","331699"
"331707","331699"
"331708","331699"
"331709","331699"
"331710","331699"
"331711","331699"
"331712","331699"
"331714","331713"
"331715","331713"
"331716","331713"
"331717","331713"
"331718","331713"
"331719","331713"
"331720","331713"
"331721","331713"
"331722","331713"
"331723","331713"
"331724","331713"
"331725","331713"
"331726","331713"
"331740","331727"
"331741","331727"
"331742","331727"
"331743","331727"
"331744","331727"
"331745","331727"
"331746","331727"
"331747","331727"
"331748","331727"
"331749","331727"
"331750","331727"
"331754","331751"
"331755","331751"
"331756","331751"
"331757","331751"
"331758","331751"
"331759","331751"
"331760","331751"
"331761","331751"
"331762","331751"
"331763","331751"
"331765","331764"
"331766","331764"
"331767","331764"
"331768","331764"
"331769","331764"
"331770","331764"
"331771","331764"
"331772","331764"
"331773","331764"
"331774","331764"
"331775","331764"
"331777","331776"
"331778","331776"
"331779","331776"
"331780","331776"
"331781","331776"
"331782","331776"
"331783","331776"
"331784","331776"
"331785","331776"
"331786","331776"
"331798","331787"
"331799","331787"
"331800","331787"
"331801","331787"
"331802","331787"
"331803","331787"
"331804","331787"
"331805","331787"
"331806","331787"
"331807","331787"
"331808","331787"
"331820","331809"
"331821","331809"
"331822","331809"
"331823","331809"
"331824","331809"
"331825","331809"
"331826","331809"
"331827","331809"
"331828","331809"
"331829","331809"
"331830","331809"
"331842","331831"
"331843","331831"
"331844","331831"
"331845","331831"
"331846","331831"
"331847","331831"
"331848","331831"
"331849","331831"
"331850","331831"
"331851","331831"
"331852","331831"
"331864","331853"
"331865","331853"
"331866","331853"
"331867","331853"
"331868","331853"
"331869","331853"
"331870","331853"
"331871","331853"
"331872","331853"
"331873","331853"
"331874","331853"
"331886","331875"
"331887","331875"
"331888","331875"
"331889","331875"
"331890","331875"
"331891","331875"
"331892","331875"
"331893","331875"
"331894","331875"
"331895","331875"
"331896","331875"
"331996","331993"
"331997","331993"
"332002","331998"
"332006","332003"
"332007","332003"
"332011","332008"
"332012","332008"
"332015","332013"
"332016","332013"
"332020","332017"
"332021","332017"
"332025","332022"
"332026","332022"
"332038","332035"
"332039","332035"
"332051","332048"
"332052","332048"
"332056","332053"
"332057","332053"
"332061","332058"
"332062","332058"
"332066","332063"
"332067","332063"
"332071","332068"
"332072","332068"
"332073","332068"
"332074","332068"
"332075","332068"
"332079","332076"
"332080","332076"
"332081","332076"
"332082","332076"
"332083","332076"
"332087","332084"
"332088","332084"
"332089","332084"
"332090","332084"
"332091","332084"
"332095","332092"
"332096","332092"
"332097","332092"
"332098","332092"
"332099","332092"
"332103","332100"
"332104","332100"
"332105","332100"
"332106","332100"
"332107","332100"
"332111","332108"
"332112","332108"
"332116","332113"
"332117","332113"
"332121","332118"
"332122","332118"
"332126","332123"
"332127","332123"
"332130","332128"
"332131","332128"
"332134","332132"
"332135","332132"
"332139","332136"
"332140","332136"
"332144","332141"
"332145","332141"
"332146","332141"
"332147","332141"
"332148","332141"
"332152","332149"
"332153","332149"
"332157","332154"
"332158","332154"
"332162","332159"
"332163","332159"
"332167","332164"
"332168","332164"
"332172","332169"
"332173","332169"
"332177","332174"
"332178","332174"
"332179","332174"
"332180","332174"
"332181","332174"
"332185","332182"
"332186","332182"
"332187","332182"
"332188","332182"
"332189","332182"
"332193","332190"
"332194","332190"
"332195","332190"
"332196","332190"
"332197","332190"
"332201","332198"
"332202","332198"
"332203","332198"
"332204","332198"
"332205","332198"
"332209","332206"
"332210","332206"
"332211","332206"
"332212","332206"
"332213","332206"
"332217","332214"
"332218","332214"
"332219","332214"
"332220","332214"
"332221","332214"
"332225","332222"
"332226","332222"
"332230","332227"
"332231","332227"
"332235","332232"
"332236","332232"
"332240","332237"
"332241","332237"
"332245","332242"
"332246","332242"
"332250","332247"
"332251","332247"
"332255","332252"
"332256","332252"
"332260","332257"
"332261","332257"
"332265","332262"
"332266","332262"
