"fdc_id","fdc_id_of_sample_food"
"332270","332267"
"332271","332267"
"332275","332272"
"332276","332272"
"332280","332277"
"332281","332277"
"334407","334401"
"334408","334401"
"334460","334452"
"334461","334452"
"323895","323887"
"323904","323896"
"323913","323905"
"323927","323914"
"323928","323914"
"323929","323914"
"323930","323914"
"323943","323931"
"323944","323931"
"323945","323931"
"323946","323931"
"323959","323947"
"323960","323947"
"323961","323947"
"323962","323947"
"323968","323963"
"323969","323963"
"323970","323963"
"323971","323963"
"323977","323972"
"323978","323972"
"323979","323972"
"323980","323972"
"323981","323972"
"323982","323972"
"323983","323972"
"323984","323972"
"323985","323972"
"323986","323972"
"323987","323972"
"323994","323988"
"323995","323988"
"323996","323988"
"323997","323988"
"323998","323988"
"323999","323988"
"324000","323988"
"324001","323988"
"324002","323988"
"324008","324003"
"324009","324003"
"324010","324003"
"324011","324003"
"324017","324012"
"324018","324012"
"324019","324012"
"324020","324012"
"324027","324021"
"324028","324021"
"324029","324021"
"324030","324021"
"324031","324021"
"324032","324021"
"324033","324021"
"324034","324021"
"324035","324021"
"324036","324021"
"324037","324021"
"324163","324158"
"324164","324158"
"324168","324165"
"324169","324165"
"324175","324170"
"324176","324170"
"324182","324177"
"324183","324177"
"324184","324177"
"324185","324177"
"324186","324177"
"324187","324177"
"324188","324177"
"324189","324177"
"324190","324177"
"324191","324177"
"324192","324177"
"324193","324177"
"324194","324177"
"324200","324195"
"324201","324195"
"324202","324195"
"324203","324195"
"324204","324195"
"324205","324195"
"324206","324195"
"324207","324195"
"324208","324195"
"324209","324195"
"324210","324195"
"324211","324195"
"324212","324195"
"324213","324195"
"324219","324214"
"324220","324214"
"324221","324214"
"324222","324214"
"324223","324214"
"324224","324214"
"324225","324214"
"324226","324214"
"324227","324214"
"324228","324214"
"324229","324214"
"324230","324214"
"324231","324214"
"324232","324214"
"324238","324233"
"324239","324233"
"324240","324233"
"324241","324233"
"324242","324233"
"324243","324233"
"324244","324233"
"324245","324233"
"324246","324233"
"324247","324233"
"324248","324233"
"324249","324233"
"324250","324233"
"324251","324233"
"324257","324252"
"324258","324252"
"324264","324259"
"324265","324259"
"324266","324259"
"324267","324259"
"324268","324259"
"324269","324259"
"324270","324259"
"324271","324259"
"324272","324259"
"324273","324259"
"324274","324259"
"324275","324259"
"324276","324259"
"324277","324259"
"324283","324278"
"324284","324278"
"324285","324278"
"324286","324278"
"324287","324278"
"324288","324278"
"324289","324278"
"324290","324278"
"324291","324278"
"324292","324278"
"324293","324278"
"324294","324278"
"324295","324278"
"324296","324278"
"324302","324297"
"324303","324297"
"324304","324297"
"324305","324297"
"324306","324297"
"324307","324297"
"324308","324297"
"324309","324297"
"324310","324297"
"324311","324297"
"324312","324297"
"324313","324297"
"324314","324297"
"324315","324297"
"324316","324297"
"324658","324654"
"324659","324654"
"324660","324654"
"324671","324668"
"324672","324668"
"324673","324668"
"324674","324668"
"324675","324668"
"324676","324668"
"324677","324668"
"324678","324668"
"324679","324668"
"324680","324668"
"324681","324668"
"324682","324668"
"324686","324683"
"324687","324683"
"324688","324683"
"324696","324689"
"324697","324689"
"324698","324689"
"324699","324689"
"324700","324689"
"324701","324689"
"324702","324689"
"324703","324689"
"324704","324689"
"324705","324689"
"324706","324689"
"324707","324689"
"324708","324689"
"324709","324689"
"324713","324710"
"324714","324710"
"324715","324710"
"324716","324710"
"324717","324710"
"324718","324710"
"324729","324726"
"324730","324726"
"324731","324726"
"324735","324732"
"324736","324732"
"324737","324732"
"324738","324732"
"324739","324732"
"324740","324732"
"324741","324732"
"324742","324732"
"324743","324732"
"324744","324732"
"324745","324732"
"324746","324732"
"324747","324732"
"324751","324748"
"324752","324748"
"324753","324748"
"324757","324754"
"324758","324754"
"324769","324766"
"324770","324766"
"324771","324766"
"324772","324766"
"324773","324766"
"324774","324766"
"324775","324766"
"324776","324766"
"324777","324766"
"324778","324766"
"324779","324766"
"324780","324766"
"324784","324781"
"324785","324781"
"324786","324781"
"324787","324781"
"324788","324781"
"324789","324781"
"324790","324781"
"324791","324781"
"324792","324781"
"324793","324781"
"324794","324781"
"324795","324781"
"324796","324781"
"324797","324781"
"324857","324853"
"324858","324853"
"324859","324853"
"324868","324861"
"324869","324861"
"324870","324861"
"324878","324871"
"324879","324871"
"324880","324871"
"324888","324881"
"324889","324881"
"324890","324881"
"324898","324891"
"324899","324891"
"324900","324891"
"324901","324891"
"324902","324891"
"324903","324891"
"324904","324891"
"324905","324891"
"324906","324891"
"324907","324891"
"324908","324891"
"324909","324891"
"324910","324891"
"324911","324891"
"324912","324891"
"324918","324913"
"324919","324913"
"324920","324913"
"324928","324921"
"324929","324921"
"324930","324921"
"324931","324921"
"324932","324921"
"324933","324921"
"324934","324921"
"324935","324921"
"324936","324921"
"324937","324921"
"324938","324921"
"324945","324940"
"324946","324940"
"324947","324940"
"324948","324940"
"324949","324940"
"324950","324940"
"324951","324940"
"324952","324940"
"324953","324940"
"324954","324940"
"324955","324940"
"324956","324940"
"324957","324940"
"324958","324940"
"324967","324960"
"324968","324960"
"324969","324960"
"324975","324970"
"324976","324970"
"324977","324970"
"324978","324970"
"324979","324970"
"324980","324970"
"324981","324970"
"324982","324970"
"324983","324970"
"324984","324970"
"324985","324970"
"324986","324970"
"324987","324970"
"324988","324970"
"324996","324989"
"325024","325017"
"325025","325017"
"325026","325017"
"325044","325037"
"325045","325037"
"325060","325046"
"325073","325061"
"325074","325061"
"325094","325075"
"325095","325075"
"327957","327948"
"327958","327948"
"327959","327948"
"327969","327960"
"327970","327960"
"327971","327960"
"327972","327960"
"327973","327960"
"327974","327960"
"327975","327960"
"327976","327960"
"327977","327960"
"327985","327980"
"327986","327980"
"327987","327980"
"327988","327980"
"327989","327980"
"327990","327980"
"327991","327980"
"327992","327980"
"327993","327980"
"327994","327980"
"327995","327980"
"327996","327980"
"327997","327980"
"328004","327998"
"328005","327998"
"328006","327998"
"328017","328008"
"328018","328008"
"328019","328008"
"328054","328045"
"328055","328045"
"328056","328045"
"328066","328057"
"328067","328057"
"328068","328057"
"328079","328070"
"328080","328070"
"328081","328070"
"328082","328070"
"328083","328070"
"328084","328070"
"328085","328070"
"328086","328070"
"328087","328070"
"328088","328070"
"328089","328070"
"328090","328070"
"328091","328070"
"328092","328070"
"328093","328070"
"328103","328094"
"328104","328094"
"328105","328094"
"328106","328094"
"328107","328094"
"328108","328094"
"328109","328094"
"328110","328094"
"328111","328094"
"328112","328094"
"328113","328094"
"328119","328114"
"328120","328114"
"328121","328114"
"328127","328122"
"328128","328122"
"328129","328122"
"328139","328130"
"328140","328130"
"328141","328130"
"328142","328130"
"328143","328130"
"328144","328130"
"328145","328130"
"328146","328130"
"328147","328130"
"328148","328130"
"328149","328130"
"328150","328130"
"328151","328130"
"328162","328153"
"328163","328153"
"328164","328153"
"328165","328153"
"328166","328153"
"328167","328153"
"328168","328153"
"328169","328153"
"328170","328153"
"328171","328153"
"328172","328153"
"328173","328153"
"328174","328153"
"328180","328175"
"328181","328175"
"328182","328175"
"328183","328175"
"328184","328175"
"328185","328175"
"328186","328175"
"328187","328175"
"328188","328175"
"328189","328175"
"328190","328175"
"328196","328191"
"328197","328191"
"328198","328191"
"328199","328191"
"328200","328191"
"328201","328191"
"328202","328191"
"328203","328191"
"328204","328191"
"328205","328191"
"328206","328191"
"328207","328191"
"328847","328842"
"328848","328842"
"328849","328842"
"328854","328850"
"328855","328850"
"328856","328850"
"328866","328857"
"328867","328857"
"328868","328857"
"328878","328869"
"328879","328869"
"328880","328869"
"328890","328881"
"328891","328881"
"328892","328881"
"328893","328881"
"328894","328881"
"328895","328881"
"328896","328881"
"328897","328881"
"328898","328881"
"328899","328881"
"328900","328881"
"328911","328902"
"328912","328902"
"328913","328902"
"328914","328902"
"328915","328902"
"328916","328902"
"328917","328902"
"328918","328902"
"328919","328902"
"328920","328902"
"328921","328902"
"328922","328902"
"328923","328902"
"328931","328924"
"328932","328924"
"328933","328924"
"328934","328924"
"328935","328924"
"328936","328924"
"328937","328924"
"328938","328924"
"328939","328924"
"328940","328924"
"328941","328924"
"328942","328924"
"328943","328924"
"328944","328924"
"328945","328924"
"328955","328946"
"328956","328946"
"328957","328946"
"328958","328946"
"328959","328946"
"328960","328946"
"328961","328946"
"328962","328946"
"328963","328946"
"328964","328946"
"328965","328946"
"328972","328967"
"328973","328967"
"328974","328967"
"328984","328975"
"328985","328975"
"328986","328975"
"328987","328975"
"328988","328975"
"328989","328975"
"328990","328975"
"328991","328975"
"328992","328975"
"328993","328975"
"328994","328975"
"328995","328975"
"328996","328975"
"328997","328975"
"328998","328975"
"329009","329000"
"329010","329000"
"329011","329000"
"329021","329012"
"329022","329012"
"329023","329012"
"329033","329024"
"329034","329024"
"329035","329024"
"329045","329036"
"329046","329036"
"329047","329036"
"329048","329036"
"329049","329036"
"329050","329036"
"329051","329036"
"329052","329036"
"329053","329036"
"329054","329036"
"329055","329036"
"329056","329036"
"329057","329036"
"329064","329058"
"329065","329058"
"329066","329058"
"329067","329058"
"329068","329058"
"329069","329058"
"329070","329058"
"329071","329058"
"329072","329058"
"329073","329058"
"329074","329058"
"329084","329075"
"329085","329075"
"329086","329075"
"329087","329075"
"329088","329075"
"329089","329075"
"329090","329075"
"329091","329075"
"329092","329075"
"329093","329075"
"329094","329075"
"329095","329075"
"329096","329075"
"329097","329075"
"329107","329098"
"329108","329098"
"329109","329098"
"329110","329098"
"329111","329098"
"329112","329098"
"329113","329098"
"329114","329098"
"329115","329098"
"329116","329098"
"329117","329098"
"329118","329098"
"329128","329119"
"329129","329119"
"329130","329119"
"329835","329831"
"329836","329831"
"329844","329837"
"329845","329837"
"329851","329846"
"329852","329846"
"329868","329853"
"329869","329853"
"329872","329870"
"329873","329870"
"329881","329874"
"329882","329874"
"329890","329883"
"329891","329883"
"329892","329883"
"329893","329883"
"329894","329883"
"329895","329883"
"329896","329883"
"329897","329883"
"329898","329883"
"329899","329883"
"329900","329883"
"329901","329883"
"329902","329883"
"329903","329883"
"329904","329883"
"329922","329905"
"329923","329905"
"329924","329905"
"329925","329905"
"329926","329905"
"329927","329905"
"329928","329905"
"329929","329905"
"329930","329905"
"329931","329905"
"329932","329905"
"329940","329933"
"329941","329933"
"329942","329933"
"329943","329933"
"329944","329933"
"329945","329933"
"329946","329933"
"329947","329933"
"329948","329933"
"329949","329933"
"329950","329933"
"329958","329951"
"329959","329951"
"329960","329951"
"329961","329951"
"329962","329951"
"329963","329951"
"329964","329951"
"329965","329951"
"329966","329951"
"329967","329951"
"329968","329951"
"329969","329951"
"329970","329951"
"329971","329951"
"329972","329951"
"329980","329973"
"329981","329973"
"329982","329973"
"329983","329973"
"329984","329973"
"329985","329973"
"329986","329973"
"329987","329973"
"329988","329973"
"329989","329973"
"329990","329973"
"329991","329973"
"329992","329973"
"330006","329993"
"330007","329993"
"330016","330008"
"330017","330008"
"330033","330018"
"330034","330018"
"330043","330035"
"330044","330035"
"330045","330035"
"330046","330035"
"330047","330035"
"330048","330035"
"330049","330035"
"330050","330035"
"330051","330035"
"330052","330035"
"330053","330035"
"330054","330035"
"330055","330035"
"330064","330056"
"330065","330056"
"330066","330056"
"330067","330056"
"330068","330056"
"330069","330056"
"330070","330056"
"330071","330056"
"330072","330056"
"330073","330056"
"330074","330056"
"330075","330056"
"330076","330056"
"330077","330056"
"330078","330056"
"330094","330079"
"330095","330079"
"330096","330079"
"330097","330079"
"330098","330079"
"330099","330079"
"330100","330079"
"330101","330079"
"330102","330079"
"330103","330079"
"330104","330079"
"330105","330079"
"330106","330079"
"330107","330079"
"330125","330108"
"330126","330108"
"330127","330108"
"330128","330108"
"330129","330108"
"330130","330108"
"330131","330108"
"330132","330108"
"330133","330108"
"330134","330108"
"330135","330108"
"330136","330108"
"331901","331898"
"331902","331898"
"331903","331898"
"331908","331904"
"331909","331904"
"331910","331904"
"331914","331911"
"331915","331911"
"331916","331911"
"331920","331917"
"331921","331917"
"331922","331917"
"331923","331917"
"331924","331917"
"331925","331917"
"331926","331917"
"331927","331917"
"331928","331917"
"331929","331917"
"331930","331917"
"331934","331931"
"331935","331931"
"331936","331931"
"331937","331931"
"331938","331931"
"331939","331931"
"331940","331931"
"331941","331931"
"331942","331931"
"331943","331931"
"331944","331931"
"331948","331945"
"331949","331945"
"331950","331945"
"331951","331945"
"331952","331945"
"331953","331945"
"331954","331945"
"331955","331945"
"331956","331945"
"331957","331945"
"331958","331945"
"331959","331945"
"333494","333477"
"333495","333477"
"333513","333496"
"333514","333496"
"333531","333515"
"333532","333515"
"333550","333533"
"333551","333533"
"333552","333533"
"333570","333553"
"333571","333553"
"333572","333553"
"333573","333553"
"333574","333553"
"333575","333553"
"333576","333553"
"333577","333553"
"333578","333553"
"333579","333553"
"333580","333553"
"333581","333553"
"333599","333582"
"333600","333582"
"333601","333582"
"333619","333602"
"333620","333602"
"333638","333621"
"333639","333621"
"333657","333640"
"333658","333640"
"333676","333659"
"333677","333659"
"333678","333659"
"333696","333679"
"333697","333679"
"333698","333679"
"333716","333699"
"333717","333699"
"333735","333718"
"333736","333718"
"333737","333718"
"333738","333718"
"333739","333718"
"333740","333718"
"333741","333718"
"333742","333718"
"333743","333718"
"333744","333718"
"333745","333718"
"333746","333718"
"333764","333747"
"333765","333747"
"333783","333766"
"333784","333766"
"333802","333785"
"333803","333785"
"333804","333785"
"333822","333805"
"333823","333805"
"333841","333824"
"333842","333824"
"333843","333824"
"333861","333844"
"333862","333844"
"333880","333863"
"333881","333863"
"333882","333863"
"333883","333863"
"333884","333863"
"333885","333863"
"333886","333863"
"333887","333863"
"333888","333863"
"333889","333863"
"333890","333863"
"333891","333863"
"333909","333892"
"333910","333892"
"333928","333911"
"333929","333911"
"333930","333911"
"333948","333931"
"333949","333931"
"333950","333931"
"333980","333963"
"333981","333963"
"333982","333963"
"333983","333963"
"333984","333963"
"333985","333963"
"333986","333963"
"333987","333963"
"333988","333963"
"333989","333963"
"333990","333963"
"333991","333963"
"334465","334463"
"334466","334463"
"334469","334467"
"334470","334467"
"334474","334471"
"334475","334471"
"334479","334476"
"334480","334476"
"334484","334481"
"334485","334481"
"334488","334486"
"334489","334486"
"334493","334490"
"334494","334490"
"334498","334495"
"334499","334495"
"334503","334500"
"334504","334500"
"334505","334500"
"334506","334500"
"334507","334500"
"334508","334500"
"334511","334509"
"334512","334509"
"334515","334513"
"334516","334513"
"334520","334517"
"334521","334517"
"334525","334522"
"334526","334522"
"334529","334527"
"334530","334527"
"334534","334531"
"334535","334531"
"335115","335110"
"335116","335110"
"335120","335117"
"335121","335117"
"335125","335122"
"335126","335122"
"335127","335122"
"335128","335122"
"335129","335122"
"335130","335122"
"335131","335122"
"335132","335122"
"335133","335122"
"335134","335122"
"335135","335122"
"335136","335122"
"335140","335137"
"335141","335137"
"335142","335137"
"335143","335137"
"335144","335137"
"335145","335137"
"335146","335137"
"335147","335137"
"335148","335137"
"335149","335137"
"335150","335137"
"335151","335137"
"335152","335137"
"335156","335153"
"335157","335153"
"335158","335153"
"335159","335153"
"335160","335153"
"335161","335153"
"335162","335153"
"335163","335153"
"335164","335153"
"335165","335153"
"335166","335153"
"335167","335153"
"335168","335153"
"335172","335169"
"335173","335169"
"335174","335169"
"335175","335169"
"335176","335169"
"335177","335169"
"335178","335169"
"335179","335169"
"335180","335169"
"335181","335169"
"335182","335169"
"335183","335169"
"335184","335169"
"335188","335185"
"335189","335185"
"335190","335185"
"335191","335185"
"335192","335185"
"335193","335185"
"335194","335185"
"335195","335185"
"335196","335185"
"335197","335185"
"335198","335185"
"335199","335185"
"335200","335185"
"335201","335185"
"335205","335202"
"335206","335202"
"335207","335202"
"335211","335208"
"335212","335208"
"335213","335208"
"335214","335208"
"335215","335208"
"335216","335208"
"335217","335208"
"335218","335208"
"335219","335208"
"335220","335208"
"335221","335208"
"335222","335208"
"335223","335208"
"335227","335224"
"335228","335224"
"335229","335224"
"335230","335224"
"335231","335224"
"335232","335224"
"335233","335224"
"335234","335224"
"335235","335224"
"335236","335224"
"335237","335224"
"335238","335224"
"335239","335224"
"324323","324318"
"324324","324318"
"324330","324325"
"324331","324325"
"324337","324332"
"324338","324332"
"324344","324339"
"324345","324339"
"324346","324339"
"324347","324339"
"324348","324339"
"324349","324339"
"324350","324339"
"324351","324339"
"324357","324352"
"324358","324352"
"324364","324359"
"324365","324359"
"324371","324366"
"324372","324366"
"324373","324366"
"324374","324366"
"324375","324366"
"324376","324366"
"324377","324366"
"324378","324366"
"324379","324366"
"324380","324366"
"324381","324366"
"324382","324366"
"324388","324383"
"324389","324383"
"324390","324383"
"324391","324383"
"324392","324383"
"324393","324383"
"324394","324383"
"324395","324383"
"324396","324383"
"324397","324383"
"324398","324383"
"324399","324383"
"324400","324383"
"324406","324401"
"324407","324401"
"324408","324401"
"324409","324401"
"324410","324401"
"324411","324401"
"324412","324401"
"324413","324401"
"324419","324414"
"324420","324414"
"324426","324421"
"324427","324421"
"324428","324421"
"324429","324421"
"324430","324421"
"324431","324421"
"324432","324421"
"324433","324421"
"324434","324421"
"324435","324421"
"324436","324421"
"324437","324421"
"324443","324438"
"324444","324438"
"324450","324445"
"324451","324445"
"324457","324452"
"324458","324452"
"324462","324459"
"324463","324459"
"324464","324459"
"324465","324459"
"324466","324459"
"324467","324459"
"324468","324459"
"324469","324459"
"324470","324459"
"324471","324459"
"324477","324472"
"324478","324472"
"324479","324472"
"324480","324472"
"324481","324472"
"324482","324472"
"324483","324472"
"324484","324472"
"324490","324485"
"324491","324485"
"324492","324485"
"324493","324485"
"324494","324485"
"324495","324485"
"324496","324485"
"324497","324485"
"324498","324485"
"324499","324485"
"324500","324485"
"324501","324485"
"324519","324514"
"324520","324514"
"324521","324514"
"324522","324514"
"324523","324514"
"324524","324514"
"324525","324514"
"324526","324514"
"324527","324514"
"324528","324514"
"324665","324661"
"324666","324661"
"324667","324661"
"324719","324710"
"324720","324710"
"324721","324710"
"324722","324710"
"324723","324710"
"324724","324710"
"324725","324710"
"324759","324754"
"324763","324760"
"324764","324760"
"324765","324760"
"324802","324798"
"324803","324798"
"324804","324798"
"324808","324805"
"324809","324805"
"324810","324805"
"324811","324805"
"324812","324805"
"324813","324805"
"324814","324805"
"324815","324805"
"324816","324805"
"324817","324805"
"324818","324805"
"324819","324805"
"324820","324805"
"324821","324805"
"324825","324822"
"324826","324822"
"324827","324822"
"324828","324822"
"324829","324822"
"324830","324822"
"324831","324822"
"324832","324822"
"324833","324822"
"324834","324822"
"324835","324822"
"324836","324822"
"324837","324822"
"324841","324838"
"324842","324838"
"324843","324838"
"324844","324838"
"324845","324838"
"324846","324838"
"324847","324838"
"324848","324838"
"324849","324838"
"324850","324838"
"324851","324838"
"324852","324838"
"324939","324921"
"324959","324940"
"324997","324989"
"324998","324989"
"324999","324989"
"325000","324989"
"325001","324989"
"325002","324989"
"325003","324989"
"325004","324989"
"325005","324989"
"325006","324989"
"325014","325007"
"325015","325007"
"325016","325007"
"325027","325017"
"325028","325017"
"325029","325017"
"325030","325017"
"325031","325017"
"325032","325017"
"325033","325017"
"325034","325017"
"325035","325017"
"325995","325993"
"325996","325993"
"325997","325993"
"326001","325998"
"326002","325998"
"326003","325998"
"326007","326004"
"326008","326004"
"326009","326004"
"326013","326010"
"326014","326010"
"326015","326010"
"326016","326010"
"326017","326010"
"326018","326010"
"326019","326010"
"326020","326010"
"326021","326010"
"326022","326010"
"326023","326010"
"326027","326024"
"326028","326024"
"326029","326024"
"326033","326030"
"326034","326030"
"326035","326030"
"326036","326030"
"326037","326030"
"326038","326030"
"326039","326030"
"326040","326030"
"326041","326030"
"326042","326030"
"326043","326030"
"326044","326030"
"326045","326030"
"326046","326030"
"326047","326030"
"326048","326030"
"326049","326030"
"326050","326030"
"326054","326051"
"326055","326051"
"326056","326051"
"326060","326057"
"326061","326057"
"326062","326057"
"326063","326057"
"326064","326057"
"326065","326057"
"326066","326057"
"326067","326057"
"326068","326057"
"326069","326057"
"326070","326057"
"326071","326057"
"326072","326057"
"326073","326057"
"326074","326057"
"326079","326076"
"326080","326076"
"326081","326076"
"326085","326082"
"326086","326082"
"326087","326082"
"326088","326082"
"326089","326082"
"326090","326082"
"326091","326082"
"326092","326082"
"326093","326082"
"326094","326082"
"326095","326082"
"326096","326082"
"326097","326082"
"326098","326082"
"326099","326082"
"326103","326100"
"326104","326100"
"326105","326100"
"326106","326100"
"326107","326100"
"326108","326100"
"326109","326100"
"326110","326100"
"326111","326100"
"326112","326100"
"326113","326100"
"326117","326114"
"326118","326114"
"326119","326114"
"326120","326114"
"326121","326114"
"326122","326114"
"326123","326114"
"326124","326114"
"326125","326114"
"326126","326114"
"326127","326114"
"326128","326114"
"326129","326114"
"326130","326114"
"326131","326114"
"326132","326114"
"326133","326114"
"326134","326114"
"326464","326459"
"326465","326459"
"326471","326466"
"326472","326466"
"326478","326473"
"326479","326473"
"326485","326480"
"326486","326480"
"326492","326487"
"326493","326487"
"326499","326494"
"326500","326494"
"326501","326494"
"326502","326494"
"326503","326494"
"326504","326494"
"326505","326494"
"326506","326494"
"326507","326494"
"326508","326494"
"326509","326494"
"326515","326510"
"326516","326510"
"326517","326510"
"326518","326510"
"326519","326510"
"326520","326510"
"326521","326510"
"326522","326510"
"326523","326510"
"326524","326510"
"326525","326510"
"326526","326510"
"326527","326510"
"326528","326510"
"326535","326529"
"326536","326529"
"326542","326537"
"326543","326537"
"326544","326537"
"326545","326537"
"326546","326537"
"326547","326537"
"326548","326537"
"326549","326537"
"326550","326537"
"326551","326537"
"326552","326537"
"326553","326537"
"326554","326537"
"326555","326537"
"326556","326537"
"326557","326537"
"326563","326558"
"326564","326558"
"326565","326558"
"326566","326558"
"326567","326558"
"326568","326558"
"326569","326558"
"326570","326558"
"326571","326558"
"326577","326572"
"326578","326572"
"326579","326572"
"326580","326572"
"326581","326572"
"326582","326572"
"326583","326572"
"326584","326572"
"326585","326572"
"326586","326572"
"326587","326572"
"326588","326572"
"326589","326572"
"326590","326572"
"326596","326591"
"326597","326591"
"326598","326591"
"326599","326591"
"326600","326591"
"326601","326591"
"326602","326591"
"326603","326591"
"326604","326591"
"327933","327924"
"327934","327924"
"327935","327924"
"327945","327936"
"327946","327936"
"327947","327936"
"327978","327960"
"327979","327960"
"328007","327998"
"328029","328020"
"328030","328020"
"328031","328020"
"328032","328020"
"328033","328020"
"328034","328020"
"328035","328020"
"328036","328020"
"328037","328020"
"328038","328020"
"328039","328020"
"328040","328020"
"328041","328020"
"328042","328020"
"328043","328020"
"328044","328020"
"328069","328057"
"328152","328130"
"328215","328208"
"328216","328208"
"328217","328208"
"328218","328208"
"328219","328208"
"328220","328208"
"328221","328208"
"328222","328208"
"328223","328208"
"328224","328208"
"328233","328227"
"328234","328227"
"328235","328227"
"328236","328227"
"328237","328227"
"328238","328227"
"328239","328227"
"328240","328227"
"328241","328227"
"328242","328227"
"328243","328227"
"328244","328227"
"328255","328248"
"328256","328248"
"328257","328248"
"328258","328248"
"328259","328248"
"328260","328248"
"328261","328248"
"328262","328248"
"328263","328248"
"328264","328248"
"328274","328266"
"328275","328266"
"328276","328266"
"328277","328266"
"328278","328266"
"328279","328266"
"328280","328266"
"328281","328266"
"328282","328266"
"328283","328266"
"328293","328286"
"328294","328286"
"328295","328286"
"328296","328286"
"328297","328286"
"328298","328286"
"328299","328286"
"328300","328286"
"328301","328286"
"328302","328286"
"328303","328286"
"328312","328305"
"328313","328305"
"328314","328305"
"328315","328305"
"328316","328305"
"328317","328305"
"328318","328305"
"328319","328305"
"328320","328305"
"328321","328305"
"328322","328305"
"328323","328305"
"328365","328358"
"328366","328358"
"328367","328358"
"328368","328358"
"328369","328358"
"328370","328358"
"328371","328358"
"328372","328358"
"328373","328358"
"328374","328358"
"328382","328376"
"328383","328376"
"328384","328376"
"328385","328376"
"328386","328376"
"328387","328376"
"328388","328376"
"328389","328376"
"328390","328376"
"328391","328376"
"328402","328394"
"328403","328394"
"328404","328394"
"328405","328394"
"328406","328394"
"328407","328394"
"328408","328394"
"328409","328394"
"328410","328394"
"328411","328394"
"328420","328413"
"328421","328413"
"328422","328413"
"328423","328413"
"328424","328413"
"328425","328413"
"328426","328413"
"328427","328413"
"328428","328413"
"328429","328413"
"328439","328432"
"328440","328432"
"328441","328432"
"328448","328442"
"328449","328442"
"328450","328442"
"328451","328442"
"328452","328442"
"328453","328442"
"328461","328454"
"328462","328454"
"328463","328454"
"328464","328454"
"328465","328454"
"328466","328454"
"328467","328454"
"328468","328454"
"328469","328454"
"328470","328454"
"328477","328472"
"328478","328472"
"328479","328472"
"328480","328472"
"328481","328472"
"328482","328472"
"328483","328472"
"328484","328472"
"328485","328472"
"328486","328472"
"328487","328472"
"328496","328490"
"328497","328490"
"328498","328490"
"328499","328490"
"328500","328490"
"328501","328490"
"328502","328490"
"328503","328490"
"328504","328490"
"328505","328490"
"328514","328508"
"328515","328508"
"328516","328508"
"328517","328508"
"328518","328508"
"328519","328508"
"328520","328508"
"328521","328508"
"328522","328508"
"328523","328508"
"328524","328508"
"328525","328508"
"328571","328567"
"328572","328567"
"328573","328567"
"328574","328567"
"328575","328567"
"328576","328567"
"328577","328567"
"328578","328567"
"328579","328567"
"328580","328567"
"328581","328567"
"328582","328567"
"328643","328638"
"328644","328638"
"328645","328638"
"328649","328646"
"328650","328646"
"328651","328646"
"328657","328652"
"328658","328652"
"328659","328652"
"328665","328660"
"328666","328660"
"328667","328660"
"328668","328660"
"328669","328660"
"328670","328660"
"328671","328660"
"328672","328660"
"328673","328660"
"328674","328660"
"328675","328660"
"328676","328660"
"328677","328660"
"328678","328660"
"328684","328679"
"328685","328679"
"328686","328679"
"328687","328679"
"328688","328679"
"328689","328679"
"328690","328679"
"328691","328679"
"328692","328679"
"328693","328679"
"328694","328679"
"328700","328695"
"328701","328695"
"328702","328695"
"328703","328695"
"328704","328695"
"328705","328695"
"328706","328695"
"328707","328695"
"328708","328695"
"328709","328695"
"328710","328695"
"328711","328695"
"328712","328695"
"328718","328713"
"328719","328713"
"328720","328713"
"328726","328721"
"328727","328721"
"328728","328721"
"328733","328729"
"328734","328729"
"328735","328729"
"328741","328736"
"328742","328736"
"328743","328736"
"328744","328736"
"328745","328736"
"328746","328736"
"328747","328736"
"328748","328736"
"328749","328736"
"328750","328736"
"328756","328751"
"328757","328751"
"328758","328751"
"328759","328751"
"328760","328751"
"328761","328751"
"328762","328751"
"328763","328751"
"328764","328751"
"328765","328751"
"328766","328751"
"328767","328751"
"328768","328751"
"328774","328769"
"328775","328769"
"328776","328769"
"328777","328769"
"328778","328769"
"328779","328769"
"328780","328769"
"328781","328769"
"328782","328769"
"328783","328769"
"328784","328769"
"328790","328785"
"328791","328785"
"328792","328785"
"328798","328793"
"328799","328793"
"328800","328793"
"328801","328793"
"328802","328793"
"328803","328793"
"328804","328793"
"328805","328793"
"328806","328793"
"328807","328793"
"328808","328793"
"328814","328809"
"328815","328809"
"328816","328809"
"328817","328809"
"328818","328809"
"328819","328809"
"328820","328809"
"328821","328809"
"328822","328809"
"328823","328809"
"328829","328824"
"328830","328824"
"328831","328824"
"328832","328824"
"328833","328824"
"328834","328824"
"328835","328824"
"328836","328824"
"328837","328824"
"328838","328824"
"328839","328824"
"328840","328824"
"328901","328881"
"328966","328946"
"328999","328975"
"329135","329131"
"329136","329131"
"329137","329131"
"329143","329138"
"329144","329138"
"329145","329138"
"329146","329138"
"329150","329147"
"329151","329147"
"329152","329147"
"329153","329147"
"329154","329147"
"329155","329147"
"329156","329147"
"329157","329147"
"329163","329160"
"329164","329160"
"329165","329160"
"329166","329160"
"329167","329160"
"329168","329160"
"329177","329174"
"329178","329174"
"329179","329174"
"329180","329174"
"329181","329174"
"329182","329174"
"329194","329189"
"329195","329189"
"329196","329189"
